class,Binomial,category_at_start,category_at_end,first_year,second_year,numeric_category_at_start,numeric_category_at_end,Delta_Status
MOLLUSCS,Suboestophora hispanica,LR/nt,VU,2010,2011,NA,2,NA
MOLLUSCS,Theba arinagae,VU,CR,2010,2011,2,4,-2
MOLLUSCS,Xerocrassa montserratensis,LR/nt,EN,2010,2011,NA,3,NA
MOLLUSCS,Xerotricha gasulli,LR/nt,EN,2010,2011,NA,3,NA
FLOWERING PLANTS,Centranthus trinervis,CR,EN,2010,2011,4,3,1
FLOWERING PLANTS,Silene hicesiae,CR,VU,2010,2011,4,2,2
CONIFERS,Abies pinsapo,LR/nt,EN,2010,2011,NA,3,NA
CONIFERS,Glyptostrobus pensilis,EN,CR,2010,2011,3,4,-1
CONIFERS,Taxus contorta,VU,EN,2010,2011,2,3,-1
MAMMALS,Eumetopias jubatus,EN,NT,2011,2012,3,1,2
BIRDS,Accipiter poliogaster,LC,NT,2011,2012,0,1,-1
BIRDS,Agamia agami,LC,VU,2011,2012,0,2,-2
BIRDS,Amazona festiva,LC,VU,2011,2012,0,2,-2
BIRDS,Amazona kawalli,LC,NT,2011,2012,0,1,-1
BIRDS,Amytornis housei,LC,NT,2011,2012,0,1,-1
BIRDS,Amytornis merrotsyi,LC,NT,2011,2012,0,1,-1
BIRDS,Aphelocoma insularis,NT,VU,2011,2012,1,2,-1
BIRDS,Arremon castaneiceps,LC,NT,2011,2012,0,1,-1
BIRDS,Asthenes helleri,LC,VU,2011,2012,0,2,-2
BIRDS,Atrichornis clamosus,VU,EN,2011,2012,2,3,-1
BIRDS,Atrichornis rufescens,VU,EN,2011,2012,2,3,-1
BIRDS,Aythya baeri,EN,CR,2011,2012,3,4,-1
BIRDS,Cacicus koepckeae,VU,EN,2011,2012,2,3,-1
BIRDS,Calidris pusilla,LC,NT,2011,2012,0,1,-1
BIRDS,Capito dayi,LC,VU,2011,2012,0,2,-2
BIRDS,Cercomacra carbonaria,NT,CR,2011,2012,1,4,-3
BIRDS,Clangula hyemalis,LC,VU,2011,2012,0,2,-2
BIRDS,Conirostrum bicolor,LC,NT,2011,2012,0,1,-1
BIRDS,Conirostrum margaritae,LC,VU,2011,2012,0,2,-2
BIRDS,Conopias cinchoneti,LC,VU,2011,2012,0,2,-2
BIRDS,Cranioleuca curtata,LC,VU,2011,2012,0,2,-2
BIRDS,Cranioleuca marcapatae,LC,VU,2011,2012,0,2,-2
BIRDS,Cranioleuca muelleri,LC,EN,2011,2012,0,3,-3
BIRDS,Crax alector,LC,VU,2011,2012,0,2,-2
BIRDS,Crypturellus atrocapillus,LC,NT,2011,2012,0,1,-1
BIRDS,Crypturellus duidae,LC,NT,2011,2012,0,1,-1
BIRDS,Cyanolyca viridicyanus,LC,NT,2011,2012,0,1,-1
BIRDS,Cyanoramphus cookii,EN,CR,2011,2012,3,4,-1
BIRDS,Dasyornis longirostris,VU,EN,2011,2012,2,3,-1
BIRDS,Deconychura longicauda,LC,NT,2011,2012,0,1,-1
BIRDS,Dendrocolaptes hoffmannsi,LC,VU,2011,2012,0,2,-2
BIRDS,Dendroplex kienerii,LC,NT,2011,2012,0,1,-1
BIRDS,Discosura popelairii,LC,NT,2011,2012,0,1,-1
BIRDS,Dysithamnus leucostictus,LC,VU,2011,2012,0,2,-2
BIRDS,Erythrura gouldiae,EN,NT,2011,2012,3,1,2
BIRDS,Eubucco versicolor,LC,NT,2011,2012,0,1,-1
BIRDS,Falco deiroleucus,LC,NT,2011,2012,0,1,-1
BIRDS,Geophaps smithii,NT,VU,2011,2012,1,2,-1
BIRDS,Geotrygon saphirina,LC,VU,2011,2012,0,2,-2
BIRDS,Grallaria przewalskii,LC,VU,2011,2012,0,2,-2
BIRDS,Grallaricula flavirostris,LC,NT,2011,2012,0,1,-1
BIRDS,Gyps africanus,NT,EN,2011,2012,1,3,-2
BIRDS,Gyps rueppellii,NT,EN,2011,2012,1,3,-2
BIRDS,Heliodoxa gularis,NT,VU,2011,2012,1,2,-1
BIRDS,Hemispingus parodii,LC,NT,2011,2012,0,1,-1
BIRDS,Herpsilochmus axillaris,LC,VU,2011,2012,0,2,-2
BIRDS,Herpsilochmus motacilloides,LC,NT,2011,2012,0,1,-1
BIRDS,Hylexetastes brigidai,LC,VU,2011,2012,0,2,-2
BIRDS,Hylexetastes uniformis,LC,VU,2011,2012,0,2,-2
BIRDS,Hylophilus olivaceus ,LC,NT,2011,2012,0,1,-1
BIRDS,Hypocnemis cantator,LC,NT,2011,2012,0,1,-1
BIRDS,Lepidothrix iris,LC,VU,2011,2012,0,2,-2
BIRDS,Lepidothrix isidorei,LC,NT,2011,2012,0,1,-1
BIRDS,Leptopogon taczanowskii,LC,NT,2011,2012,0,1,-1
BIRDS,Lophornis gouldii,LC,VU,2011,2012,0,2,-2
BIRDS,Lorius domicella,VU,EN,2011,2012,2,3,-1
BIRDS,Melanitta fusca,LC,EN,2011,2012,0,3,-3
BIRDS,Mitu tomentosum,LC,NT,2011,2012,0,1,-1
BIRDS,Myrmoborus lugubris,LC,VU,2011,2012,0,2,-2
BIRDS,Myrmoborus melanurus,NT,VU,2011,2012,1,2,-1
BIRDS,Myrmornis torquata,LC,NT,2011,2012,0,1,-1
BIRDS,Myrmotherula gutturalis,LC,NT,2011,2012,0,1,-1
BIRDS,Myrmotherula surinamensis,LC,VU,2011,2012,0,2,-2
BIRDS,Neomorphus squamiger,NT,VU,2011,2012,1,2,-1
BIRDS,Nothocercus nigrocapillus,LC,VU,2011,2012,0,2,-2
BIRDS,Odontophorus gujanensis,LC,NT,2011,2012,0,1,-1
BIRDS,Odontophorus speciosus,LC,NT,2011,2012,0,1,-1
BIRDS,Odontorchilus cinereus,LC,NT,2011,2012,0,1,-1
BIRDS,Pachycephala rufogularis,NT,VU,2011,2012,1,2,-1
BIRDS,Patagioenas subvinacea,LC,VU,2011,2012,0,2,-2
BIRDS,Penelope pileata,NT,VU,2011,2012,1,2,-1
BIRDS,Percnostola lophotes,LC,NT,2011,2012,0,1,-1
BIRDS,Phlogophilus hemileucurus,NT,VU,2011,2012,1,2,-1
BIRDS,Phylloscartes gualaquizae,LC,NT,2011,2012,0,1,-1
BIRDS,Picumnus minutissimus,LC,NT,2011,2012,0,1,-1
BIRDS,Picumnus spilogaster,LC,VU,2011,2012,0,2,-2
BIRDS,Picumnus steindachneri,VU,EN,2011,2012,2,3,-1
BIRDS,Picumnus varzeae,LC,EN,2011,2012,0,3,-3
BIRDS,Pionites leucogaster ,LC,VU,2011,2012,0,2,-2
BIRDS,Pipile cumanensis,LC,VU,2011,2012,0,2,-2
BIRDS,Podiceps gallardoi,EN,CR,2011,2012,3,4,-1
BIRDS,Poecilotriccus luluae,VU,EN,2011,2012,2,3,-1
BIRDS,Pomarea dimidiata,EN,VU,2011,2012,3,2,1
BIRDS,Prioniturus verticalis,EN,CR,2011,2012,3,4,-1
BIRDS,Psophia viridis,LC,EN,2011,2012,0,3,-3
BIRDS,Pteroglossus bitorquatus,LC,NT,2011,2012,0,1,-1
BIRDS,Puffinus yelkouan,NT,VU,2011,2012,1,2,-1
BIRDS,Pyrilia barrabandi,LC,NT,2011,2012,0,1,-1
BIRDS,Pyrilia caica,LC,NT,2011,2012,0,1,-1
BIRDS,Pyrilia vulturina,LC,VU,2011,2012,0,2,-2
BIRDS,Pyrrhura lepida,NT,VU,2011,2012,1,2,-1
BIRDS,Pyrrhura perlata,LC,VU,2011,2012,0,2,-2
BIRDS,Pyrrhura rupicola,LC,NT,2011,2012,0,1,-1
BIRDS,Ramphastos ambiguus,LC,VU,2011,2012,0,2,-2
BIRDS,Rhegmatorhina gymnops,LC,VU,2011,2012,0,2,-2
BIRDS,Rhegmatorhina hoffmannsi,LC,NT,2011,2012,0,1,-1
BIRDS,Sclerurus albigularis,LC,NT,2011,2012,0,1,-1
BIRDS,Sericossypha albocristata,LC,VU,2011,2012,0,2,-2
BIRDS,Snowornis subalaris,LC,NT,2011,2012,0,1,-1
BIRDS,Spizaetus ornatus,LC,NT,2011,2012,0,1,-1
BIRDS,Sterna acuticauda,NT,EN,2011,2012,1,3,-2
BIRDS,Synallaxis cabanisi,LC,NT,2011,2012,0,1,-1
BIRDS,Synallaxis kollari,EN,CR,2011,2012,3,4,-1
BIRDS,Synallaxis maranonica,VU,CR,2011,2012,2,4,-2
BIRDS,Synallaxis moesta,LC,NT,2011,2012,0,1,-1
BIRDS,Tangara argyrofenges,LC,VU,2011,2012,0,2,-2
BIRDS,Thamnophilus cryptoleucus,LC,NT,2011,2012,0,1,-1
BIRDS,Thamnophilus nigrocinereus,LC,NT,2011,2012,0,1,-1
BIRDS,Thamnophilus tenuepunctatus,LC,VU,2011,2012,0,2,-2
BIRDS,Thinornis rubricollis,NT,VU,2011,2012,1,2,-1
BIRDS,Tinamus guttatus,LC,NT,2011,2012,0,1,-1
BIRDS,Tinamus major,LC,NT,2011,2012,0,1,-1
BIRDS,Tinamus tao,LC,VU,2011,2012,0,2,-2
BIRDS,Touit huetii,LC,VU,2011,2012,0,2,-2
BIRDS,Xanthomyza phrygia,EN,CR,2011,2012,3,4,-1
BIRDS,Xipholena lamellipennis,LC,NT,2011,2012,0,1,-1
BIRDS,Zebrilus undulatus,LC,NT,2011,2012,0,1,-1
BIRDS,Zimmerius cinereicapilla,LC,VU,2011,2012,0,2,-2
REPTILES,Calamaria ingeri,EN,CR,2011,2012,3,4,-1
REPTILES,Cyclura lewisi,CR,EN,2011,2012,4,3,1
REPTILES,Naja siamensis,LC,VU,2011,2012,0,2,-2
AMPHIBIANS,Anodonthyla hutchisoni,DD,EN,2011,2012,NA,3,NA
MOLLUSCS,Leptoxis taeniata,VU,EN,2011,2012,2,3,-1
MOLLUSCS,Marstonia ozarkensis,DD,CR,2011,2012,NA,4,NA
MOLLUSCS,Potamilus capax,CR,VU,2011,2012,4,2,2
MOLLUSCS,Pyrgulopsis metcalfi,VU,EN,2011,2012,2,3,-1
MOLLUSCS,Pyrgulopsis roswellensis,DD,VU,2011,2012,NA,2,NA
MOLLUSCS,Pyrgulopsis thompsoni,VU,NT,2011,2012,2,1,1
MOLLUSCS,Pyrgulopsis trivialis,DD,CR,2011,2012,NA,4,NA
MOLLUSCS,Stagnicola bonnevillensis,VU,CR,2011,2012,2,4,-2
FLOWERING PLANTS,Borassus madagascariensis,VU,EN,2011,2012,2,3,-1
FLOWERING PLANTS,Dypsis andrianatonga,LR/nt,VU,2011,2012,NA,2,NA
FLOWERING PLANTS,Dypsis basilonga,EN,CR,2011,2012,3,4,-1
FLOWERING PLANTS,Dypsis malcomberi,VU,EN,2011,2012,2,3,-1
FLOWERING PLANTS,Dypsis mcdonaldiana,VU,EN,2011,2012,2,3,-1
FLOWERING PLANTS,Dypsis sahanofensis,EN,CR,2011,2012,3,4,-1
FLOWERING PLANTS,Masoala madagascariensis,VU,CR,2011,2012,2,4,-2
FLOWERING PLANTS,Newtonia erlangeri,LR/nt,EN,2011,2012,NA,3,NA
FLOWERING PLANTS,Ravenea lakatra,EN,CR,2011,2012,3,4,-1
FLOWERING PLANTS,Ravenea louvelii,EN,CR,2011,2012,3,4,-1
MAMMALS,Tayassu pecari,NT,VU,2012,2013,1,2,-1
MAMMALS,Urocyon littoralis,CR,NT,2012,2013,4,1,3
BIRDS,Acrocephalus rodericanus,EN,NT,2012,2013,3,1,2
BIRDS,Acrocephalus sorghophilus,VU,EN,2012,2013,2,3,-1
BIRDS,Ardeotis kori,LC,NT,2012,2013,0,1,-1
BIRDS,Cacatua alba,VU,EN,2012,2013,2,3,-1
BIRDS,Emberiza aureola,VU,EN,2012,2013,2,3,-1
BIRDS,Eupodotis afra,LC,VU,2012,2013,0,2,-2
BIRDS,Foudia flavicans,VU,NT,2012,2013,2,1,1
BIRDS,Garrulax rufifrons,NT,EN,2012,2013,1,3,-2
BIRDS,Oriolus mellianus,VU,EN,2012,2013,2,3,-1
BIRDS,Oryzoborus maximiliani,NT,VU,2012,2013,1,2,-1
BIRDS,Phalacrocorax capensis,NT,EN,2012,2013,1,3,-2
BIRDS,Picoides borealis,VU,NT,2012,2013,2,1,1
BIRDS,Polemaetus bellicosus,NT,VU,2012,2013,1,2,-1
BIRDS,Sarothrura ayresi,EN,CR,2012,2013,3,4,-1
BIRDS,Thalassarche chrysostoma,VU,EN,2012,2013,2,3,-1
REPTILES,Dermochelys coriacea,CR,VU,2012,2013,4,2,2
AMPHIBIANS,Balebreviceps hillmani,EN,CR,2012,2013,3,4,-1
AMPHIBIANS,Duellmanohyla uranochroa,CR,EN,2012,2013,4,3,1
AMPHIBIANS,Lithobates vibicarius,CR,VU,2012,2013,4,2,2
AMPHIBIANS,Mannophryne olmonae,CR,VU,2012,2013,4,2,2
AMPHIBIANS,Melanophryniscus admirabilis,NT,CR,2012,2013,1,4,-3
FISHES,Cyprinodon pecosensis,CR,VU,2012,2013,4,2,2
FISHES,Dionda diaboli,VU,EN,2012,2013,2,3,-1
FISHES,Ictalurus pricei,VU,EN,2012,2013,2,3,-1
FISHES,Noturus taylori,VU,EN,2012,2013,2,3,-1
FISHES,Oregonichthys crameri,VU,LC,2012,2013,2,0,2
FISHES,Percina antesella,VU,EN,2012,2013,2,3,-1
FISHES,Percina cymatotaenia,EN,VU,2012,2013,3,2,1
FISHES,Percina jenkinsi,VU,CR,2012,2013,2,4,-2
FISHES,Plagopterus argentissimus,VU,CR,2012,2013,2,4,-2
FISHES,Pogonichthys macrolepidotus,EN,LC,2012,2013,3,0,3
CONIFERS,Cedrus atlantica,LC,EN,2012,2013,0,3,-3
CONIFERS,Chamaecyparis lawsoniana,VU,NT,2012,2013,2,1,1
CONIFERS,Juniperus comitana,VU,EN,2012,2013,2,3,-1
CONIFERS,Nageia maxima,VU,EN,2012,2013,2,3,-1
CONIFERS,Nageia motleyi,LC,VU,2012,2013,0,2,-2
CONIFERS,Picea purpurea,LC,NT,2012,2013,0,1,-1
CONIFERS,Pinus albicaulis,VU,EN,2012,2013,2,3,-1
CONIFERS,Pinus coulteri,LC,NT,2012,2013,0,1,-1
CONIFERS,Pinus durangensis,LC,NT,2012,2013,0,1,-1
CONIFERS,Pinus radiata,NT,EN,2012,2013,1,3,-2
CONIFERS,Podocarpus confertus,LC,EN,2012,2013,0,3,-3
CONIFERS,Podocarpus ridleyi,LC,VU,2012,2013,0,2,-2
CONIFERS,Podocarpus rumphii,LC,NT,2012,2013,0,1,-1
CONIFERS,Podocarpus teysmannii,LC,NT,2012,2013,0,1,-1
CONIFERS,Podocarpus urbanii,NT,CR,2012,2013,1,4,-3
CONIFERS,Taxus chinensis,LC,EN,2012,2013,0,3,-3
CONIFERS,Taxus globosa,NT,EN,2012,2013,1,3,-2
CONIFERS,Tsuga canadensis,LC,NT,2012,2013,0,1,-1
CONIFERS,Widdringtonia whytei,EN,CR,2012,2013,3,4,-1
FLOWERING PLANTS,Ariocarpus scaphirostris,VU,EN,2012,2013,2,3,-1
FLOWERING PLANTS,Cereus mirabella,VU,EN,2012,2013,2,3,-1
FLOWERING PLANTS,Discocactus horstii,EN,VU,2012,2013,3,2,1
FLOWERING PLANTS,Diospyros katendei,CR,CR(PE),2012,2013,4,NA,NA
FLOWERING PLANTS,Mammillaria aureilanata,VU,EN,2012,2013,2,3,-1
FLOWERING PLANTS,Mammillaria guelzowiana,CR,LC,2012,2013,4,0,4
FLOWERING PLANTS,Micranthocereus albicephalus,NT,VU,2012,2013,1,2,-1
FLOWERING PLANTS,Pereskia aureiflora,VU,EN,2012,2013,2,3,-1
FLOWERING PLANTS,Rhipsalis oblonga,NT,VU,2012,2013,1,2,-1
FLOWERING PLANTS,Thelocactus hastifer,VU,EN,2012,2013,2,3,-1
MAMMALS,Avahi laniger,LC,VU,2013,2014,0,2,-2
MAMMALS,Daubentonia madagascariensis,NT,EN,2013,2014,1,3,-2
MAMMALS,Eulemur albifrons,VU,EN,2013,2014,2,3,-1
MAMMALS,Eulemur cinereiceps,EN,CR,2013,2014,3,4,-1
MAMMALS,Eulemur collaris,VU,EN,2013,2014,2,3,-1
MAMMALS,Eulemur coronatus,VU,EN,2013,2014,2,3,-1
MAMMALS,Eulemur mongoz,VU,CR,2013,2014,2,4,-2
MAMMALS,Hapalemur aureus,EN,CR,2013,2014,3,4,-1
MAMMALS,Indri indri,EN,CR,2013,2014,3,4,-1
MAMMALS,Lemur catta,NT,EN,2013,2014,1,3,-2
MAMMALS,Lepilemur edwardsi,VU,EN,2013,2014,2,3,-1
MAMMALS,Manis crassicaudata,NT,EN,2013,2014,1,3,-2
MAMMALS,Mirza coquereli,NT,EN,2013,2014,1,3,-2
MAMMALS,Mirza zaza,VU,EN,2013,2014,2,3,-1
MAMMALS,Phaner electromontis,VU,EN,2013,2014,2,3,-1
MAMMALS,Phaner furcifer,LC,VU,2013,2014,0,2,-2
MAMMALS,Phaner pallescens,LC,EN,2013,2014,0,3,-3
MAMMALS,Phaner parienti,VU,EN,2013,2014,2,3,-1
MAMMALS,Propithecus deckenii,VU,EN,2013,2014,2,3,-1
MAMMALS,Propithecus diadema,EN,CR,2013,2014,3,4,-1
MAMMALS,Propithecus tattersalli,EN,CR,2013,2014,3,4,-1
MAMMALS,Propithecus verreauxi,VU,EN,2013,2014,2,3,-1
MAMMALS,Varecia rubra,EN,CR,2013,2014,3,4,-1
BIRDS,Accipiter erythrauchen,LC,NT,2013,2014,0,1,-1
BIRDS,Anodorhynchus hyacinthinus,EN,VU,2013,2014,3,2,1
BIRDS,Brachyramphus brevirostris,CR,NT,2013,2014,4,1,3
BIRDS,Didunculus strigirostris,EN,CR,2013,2014,3,4,-1
BIRDS,Eulidia yarrellii,EN,CR,2013,2014,3,4,-1
BIRDS,Falco fasciinucha,NT,VU,2013,2014,1,2,-1
BIRDS,Falco punctatus,VU,EN,2013,2014,2,3,-1
BIRDS,Liocichla bugunorum,VU,CR,2013,2014,2,4,-2
BIRDS,Pica nuttalli,LC,NT,2013,2014,0,1,-1
BIRDS,Prioniturus luconensis,VU,EN,2013,2014,2,3,-1
AMPHIBIANS,Altiphrynoides osgoodi,VU,CR(PE),2013,2014,2,NA,NA
AMPHIBIANS,Andinobates dorisswansonae,CR,VU,2013,2014,4,2,2
AMPHIBIANS,Andinobates tolimensis,EN,VU,2013,2014,3,2,1
FISHES,Acanthobrama telavivensis,EW,VU,2013,2014,NA,2,NA
FISHES,Anguilla bicolor,LC,NT,2013,2014,0,1,-1
FISHES,Catostomus santaanae,VU,EN,2013,2014,2,3,-1
FISHES,Chasmistes cujus,CR,EN,2013,2014,4,3,1
FISHES,Cyprinodon diabolis,VU,CR,2013,2014,2,4,-2
FISHES,Hypomesus transpacificus,EN,CR,2013,2014,3,4,-1
FISHES,Luciobarbus longiceps,VU,EN,2013,2014,2,3,-1
FISHES,Typhlogarra widdowsoni,VU,CR,2013,2014,2,4,-2
MOLLUSCS,Plectostoma retrovertens,VU,CR(PE),2013,2014,2,NA,NA
MOLLUSCS,Sculptiferussacia clausiliaeformis,VU,EN,2013,2014,2,3,-1
BEETLES,Polposipus herculeanus,CR,VU,2013,2014,4,2,2
OTHER INVERTEBRATES,Labidura herculeana,CR,EX,2013,2014,4,NA,NA
OTHER INVERTEBRATES,Riekoperla darlingtoni,VU,CR,2013,2014,2,4,-2
CONIFERS,Agathis montana,NT,CR,2013,2014,1,4,-3
MAGNOLIAS,Magnolia calimaensis,EN,CR,2013,2014,3,4,-1
MAGNOLIAS,Magnolia cararensis,EN,CR,2013,2014,3,4,-1
MAGNOLIAS,Magnolia colombiana,VU,CR,2013,2014,2,4,-2
MAGNOLIAS,Magnolia grandis,VU,CR,2013,2014,2,4,-2
MAGNOLIAS,Magnolia katiorum,EN,CR,2013,2014,3,4,-1
MAGNOLIAS,Magnolia ovoidea,EN,CR,2013,2014,3,4,-1
MAGNOLIAS,Magnolia polyhypsophylla,EN,CR,2013,2014,3,4,-1
MAGNOLIAS,Magnolia rostrata,VU,EN,2013,2014,2,3,-1
MAGNOLIAS,Magnolia urraoensis,VU,EN,2013,2014,2,3,-1
MAGNOLIAS,Magnolia virolinensis,VU,CR,2013,2014,2,4,-2
OTHER FLOWERING PLANTS,Costus geothyrsus,VU,CR,2013,2014,2,4,-2
OTHER FLOWERING PLANTS,Nepenthes klossii,VU,EN,2013,2014,2,3,-1
OTHER FLOWERING PLANTS,Nepenthes sumatrana,NT,CR,2013,2014,1,4,-3
MAMMALS,Arctocephalus townsendi,NT,LC,2014,2015,1,0,1
MAMMALS,Capra falconeri,EN,NT,2014,2015,3,1,2
MAMMALS,Caracal aurata,NT,VU,2014,2015,1,2,-1
MAMMALS,Dendrohyrax validus,LC,NT,2014,2015,0,1,-1
MAMMALS,Fossa fossana,NT,VU,2014,2015,1,2,-1
MAMMALS,Lynx pardinus,CR,EN,2014,2015,4,3,1
MAMMALS,Mungotictis decemlineata,VU,EN,2014,2015,2,3,-1
MAMMALS,Phocarctos hookeri,VU,EN,2014,2015,2,3,-1
BIRDS,Acrocephalus sechellensis,VU,NT,2014,2015,2,1,1
BIRDS,Alca torda,LC,NT,2014,2015,0,1,-1
BIRDS,Amytornis dorotheae,NT,VU,2014,2015,1,2,-1
BIRDS,Anas chlorotis,EN,NT,2014,2015,3,1,2
BIRDS,Anthus pratensis,LC,NT,2014,2015,0,1,-1
BIRDS,Aquila nipalensis,LC,EN,2014,2015,0,3,-3
BIRDS,Calidris canutus,LC,NT,2014,2015,0,1,-1
BIRDS,Calidris ferruginea,LC,NT,2014,2015,0,1,-1
BIRDS,Calidris ruficollis,LC,NT,2014,2015,0,1,-1
BIRDS,Calidris tenuirostris,VU,EN,2014,2015,2,3,-1
BIRDS,Camarhynchus pallidus,LC,VU,2014,2015,0,2,-2
BIRDS,Camarhynchus psittacula,LC,VU,2014,2015,0,2,-2
BIRDS,Fratercula arctica,LC,VU,2014,2015,0,2,-2
BIRDS,Gyps africanus,EN,CR,2014,2015,3,4,-1
BIRDS,Gyps coprotheres,VU,EN,2014,2015,2,3,-1
BIRDS,Gyps rueppelli,EN,CR,2014,2015,3,4,-1
BIRDS,Larus audouinii,NT,LC,2014,2015,1,0,1
BIRDS,Lathamus discolor,EN,CR,2014,2015,3,4,-1
BIRDS,Limosa lapponica,LC,NT,2014,2015,0,1,-1
BIRDS,Melanitta fusca,EN,VU,2014,2015,3,2,1
BIRDS,Necrosyrtes monachus,EN,CR,2014,2015,3,4,-1
BIRDS,Numenius madagascariensis,VU,EN,2014,2015,2,3,-1
BIRDS,Pterodroma axillaris,EN,VU,2014,2015,3,2,1
BIRDS,Rhinoplax vigil,NT,CR,2014,2015,1,4,-3
BIRDS,Torgos tracheliotos,VU,EN,2014,2015,2,3,-1
BIRDS,Trigonoceps occipitalis,VU,CR,2014,2015,2,4,-2
REPTILES,Psammobates geometricus,EN,CR,2014,2015,3,4,-1
AMPHIBIANS,Leiopelma hamiltoni,EN,VU,2014,2015,3,2,1
AMPHIBIANS,Rhinella atacamensis,LC,VU,2014,2015,0,2,-2
FISHES,Coryphopterus hyalinus,LC,VU,2014,2015,0,2,-2
LEPIDOPTERA,Maniola chia,LC,NT,2014,2015,0,1,-1
LEPIDOPTERA,Pseudochazara amymone,VU,EN,2014,2015,2,3,-1
TREES,Magnolia lotungensis,LR/nt,EN,2014,2015,NA,3,NA
TREES,Magnolia odora,LR/nt,VU,2014,2015,NA,2,NA
MAMMALS,Ailuropoda melanoleuca,EN,VU,2015,2016,3,2,1
MAMMALS,Antechinus bellus,LC,VU,2015,2016,0,2,-2
MAMMALS,Cephalophus dorsalis,LC,NT,2015,2016,0,1,-1
MAMMALS,Cephalophus leucogaster,LC,NT,2015,2016,0,1,-1
MAMMALS,Cephalophus silvicultor,LC,NT,2015,2016,0,1,-1
MAMMALS,Conilurus penicillatus,NT,VU,2015,2016,1,2,-1
MAMMALS,Dasyurus viverrinus,NT,EN,2015,2016,1,3,-2
MAMMALS,Dendrolagus spadix,LC,VU,2015,2016,0,2,-2
MAMMALS,Desmana moschata,VU,EN,2015,2016,2,3,-1
MAMMALS,Equus quagga,LC,NT,2015,2016,0,1,-1
MAMMALS,Eupleres goudotii,EN,VU,2015,2016,3,2,1
MAMMALS,Galidictis fasciata,NT,VU,2015,2016,1,2,-1
MAMMALS,Giraffa camelopardalis,LC,VU,2015,2016,0,2,-2
MAMMALS,Gorilla beringei,EN,CR,2015,2016,3,4,-1
MAMMALS,Gymnobelideus leadbeateri,EN,CR,2015,2016,3,4,-1
MAMMALS,Hipposideros hypophyllus,EN,CR,2015,2016,3,4,-1
MAMMALS,Leporillus conditor,VU,NT,2015,2016,2,1,1
MAMMALS,Melomys rubicola,CR,EX,2015,2016,4,NA,NA
MAMMALS,Mesembriomys gouldii,NT,VU,2015,2016,1,2,-1
MAMMALS,Muntiacus atherodes,LC,NT,2015,2016,0,1,-1
MAMMALS,Muntiacus vuquangensis,EN,CR,2015,2016,3,4,-1
MAMMALS,Notomys cervinus,VU,NT,2015,2016,2,1,1
MAMMALS,Nyctalus lasiopterus,NT,VU,2015,2016,1,2,-1
MAMMALS,Onychogalea fraenata,EN,VU,2015,2016,3,2,1
MAMMALS,Ornithorhynchus anatinus,LC,NT,2015,2016,0,1,-1
MAMMALS,Pantholops hodgsonii,EN,NT,2015,2016,3,1,2
MAMMALS,Perameles gunnii,NT,VU,2015,2016,1,2,-1
MAMMALS,Petauroides volans,LC,VU,2015,2016,0,2,-2
MAMMALS,Petaurus australis,LC,NT,2015,2016,0,1,-1
MAMMALS,Petrogale godmani,LC,NT,2015,2016,0,1,-1
MAMMALS,Petrogale lateralis,NT,VU,2015,2016,1,2,-1
MAMMALS,Petrogale mareeba,LC,NT,2015,2016,0,1,-1
MAMMALS,Petrogale purpureicollis,LC,NT,2015,2016,0,1,-1
MAMMALS,Phascolarctos cinereus,LC,VU,2015,2016,0,2,-2
MAMMALS,Pongo pygmaeus,EN,CR,2015,2016,3,4,-1
MAMMALS,Pteropus caniceps,NT,VU,2015,2016,1,2,-1
MAMMALS,Pteropus livingstonii,EN,CR,2015,2016,3,4,-1
MAMMALS,Thylamys fenestrae,LC,NT,2015,2016,0,1,-1
MAMMALS,Thylamys velutinus,LC,NT,2015,2016,0,1,-1
BIRDS,Charadrius sanctaehelenae,CR,VU,2015,2016,4,2,2
BIRDS,Chloropsis sonnerati,LC,VU,2015,2016,0,2,-2
BIRDS,Cyanoramphus forbesi,EN,VU,2015,2016,3,2,1
BIRDS,Emberiza rustica,LC,VU,2015,2016,0,2,-2
BIRDS,Garrulax bicolor,VU,EN,2015,2016,2,3,-1
BIRDS,Garrulax rufifrons,EN,CR,2015,2016,3,4,-1
BIRDS,Hydrobates leucorhous,LC,VU,2015,2016,0,2,-2
BIRDS,Icterus oberi,CR,VU,2015,2016,4,2,2
BIRDS,Pycnonotus zeylanicus,VU,EN,2015,2016,2,3,-1
BIRDS,Pygoscelis adeliae,NT,LC,2015,2016,1,0,1
BIRDS,Pygoscelis papua,NT,LC,2015,2016,1,0,1
BIRDS,Pyrrhula murina,EN,VU,2015,2016,3,2,1
BIRDS,Sternula balaenarum,NT,VU,2015,2016,1,2,-1
BIRDS,Terenura sicki,EN,CR,2015,2016,3,4,-1
BIRDS,Zosterops flavus,NT,VU,2015,2016,1,2,-1
BIRDS,Zosterops modestus,EN,VU,2015,2016,3,2,1
REPTILES,Acanthochelys pallidipectoris,VU,EN,2015,2016,2,3,-1
REPTILES,Ameiva corvina,VU,CR,2015,2016,2,4,-2
REPTILES,Chelonoidis abingdonii,EW,EX,2015,2016,NA,NA,NA
REPTILES,Cyclanorbis elegans,LR/nt,CR,2015,2016,NA,4,NA
REPTILES,Cyclanorbis senegalensis,LR/nt,VU,2015,2016,NA,2,NA
REPTILES,Cycloderma frenatum,LR/nt,EN,2015,2016,NA,3,NA
