species,common_name,reason_for_change,class,previous_category,current_category,previous_year,current_year
Liolaemus pleopholis, ,N,REPTILES,DD,LC,2015,2016
Liolaemus rabinoi,Rabino's Tree Iguana,N,REPTILES,VU,CR,2015,2016
Liolaemus somuncurae, ,N,REPTILES,DD,LC,2015,2016
Liolaemus xanthoviridis, ,N,REPTILES,DD,LC,2015,2016
Liolaemus zapallarensis,Zapallaren Tree Iguana,N,REPTILES,DD,LC,2015,2016
Mesoclemmys hogei,Hoge's Side-necked Turtle,G,REPTILES,EN,CR,2015,2016
Microlophus yanezi, ,N,REPTILES,DD,LC,2015,2016
Morunasaurus peruvianus,Cenepa Manticores,N,REPTILES,DD,LC,2015,2016
Philodryas chamissonis, ,N,REPTILES,DD,LC,2015,2016
Phyllodactylus leei,San Crist<97>bal Island Leaf-toed Gecko,N,REPTILES,VU,NT,2015,2016
Phymaturus calcogaster, ,N,REPTILES,DD,LC,2015,2016
Podocnemis lewyana,Magdalena River Turtle,G,REPTILES,EN,CR,2015,2016
Riama luctuosa,Lightbulb Lizard,N,REPTILES,DD,LC,2015,2016
Riama shrevei,Shreve's Lighbulb Lizard,N,REPTILES,DD,LC,2015,2016
Sphaerodactylus micropithecus,Monito Gecko,N,REPTILES,EN,DD,2015,2016
Sphaerodactylus savagei,Altigracia Speckled Sphaero,N,REPTILES,LC,NT,2015,2016
Sphaerodactylus streptophorus,Hispaniolan Small-eared Sphaero,N,REPTILES,LC,VU,2015,2016
Sphaerodactylus thompsoni,Barahona Limestone Sphaero,N,REPTILES,NT,EN,2015,2016
Stenocercus crassicaudatus,Spiny Whorltail Iguana,N,REPTILES,VU,LC,2015,2016
Typhlops biminiensis,Bahamian Slender Blindsnake,N,REPTILES,NT,LC,2015,2016
Typhlops hectus,Tiburon Peninsula Blindsnake,N,REPTILES,EN,VU,2015,2016
Typhlops sulcatus,Island Worm Snake,N,REPTILES,LC,NT,2015,2016
Typhlops syntherus,Barahona Peninsula Blindsnake,N,REPTILES,NT,EN,2015,2016
Afrixalus dorsimaculatus, ,N,AMPHIBIANS,VU,EN,2015,2016
Afrixalus spinifrons,Natal Leaf-folding Frog,N,AMPHIBIANS,NT,LC,2015,2016
Afrixalus sylvaticus, ,N,AMPHIBIANS,EN,VU,2015,2016
Afrixalus uluguruensis,Uluguru Banana Frog,N,AMPHIBIANS,EN,VU,2015,2016
Aglyptodactylus laticeps, ,N,AMPHIBIANS,EN,VU,2015,2016
Alsodes montanus,Mountain Spiny-chest Frog,N,AMPHIBIANS,CR,VU,2015,2016
Ambystoma flavipiperatum,Yellow-peppered Salamander,N,AMPHIBIANS,DD,EN,2015,2016
Amietia hymenopus,Drakensberg Riiver Frog,N,AMPHIBIANS,LC,NT,2015,2016
Amietia vertebralis,Aquatic River Frog,N,AMPHIBIANS,NT,LC,2015,2016
Amietophrynus urunguensis, ,N,AMPHIBIANS,DD,VU,2015,2016
Amolops cremnobatus, ,N,AMPHIBIANS,NT,LC,2015,2016
Anhydrophryne rattrayi,Hogsback Chirping Frog,N,AMPHIBIANS,EN,VU,2015,2016
Anodonthyla boulengeri,Boulenger's Climbing Frog,N,AMPHIBIANS,LC,NT,2015,2016
Anodonthyla moramora, ,N,AMPHIBIANS,DD,EN,2015,2016
Anodonthyla nigrigularis,Black-throated Climbing Frog,N,AMPHIBIANS,DD,EN,2015,2016
Anodonthyla theoi, ,N,AMPHIBIANS,DD,CR,2015,2016
Aquiloeurycea galeanae,Galeana False Brook Salamander,N,AMPHIBIANS,NT,VU,2015,2016
Aquiloeurycea quetzalanensis,Cuetzalan Salamander,N,AMPHIBIANS,DD,CR,2015,2016
Aquiloeurycea scandens,Tamaulipan False Brook Salamander,N,AMPHIBIANS,VU,LC,2015,2016
Arthroleptella subvoce,Northern Moss Frog,N,AMPHIBIANS,EN,CR,2015,2016
Arthroleptis francei,Ruo River Screeching Frog,N,AMPHIBIANS,EN,VU,2015,2016
Arthroleptis pyrrhoscelis, ,N,AMPHIBIANS,NT,LC,2015,2016
Atelognathus reverberii,Laguna Raimunda Frog,N,AMPHIBIANS,EN,VU,2015,2016
Blommersia sarotra, ,N,AMPHIBIANS,DD,LC,2015,2016
Boehmantis microtympanum,Angel's Madagascar Frog,N,AMPHIBIANS,EN,VU,2015,2016
Boophis andohahela, ,N,AMPHIBIANS,DD,VU,2015,2016
Boophis anjanaharibeensis, ,N,AMPHIBIANS,DD,EN,2015,2016
Boophis axelmeyeri, ,N,AMPHIBIANS,VU,LC,2015,2016
Boophis englaenderi, ,N,AMPHIBIANS,DD,VU,2015,2016
Boophis feonnyala, ,N,AMPHIBIANS,DD,EN,2015,2016
Boophis haematopus, ,N,AMPHIBIANS,VU,EN,2015,2016
Boophis jaegeri,Jaeger's Bright-eyed Frog,N,AMPHIBIANS,VU,EN,2015,2016
Boophis laurenti,Andinrgitra Bright-eyed Frog,N,AMPHIBIANS,DD,EN,2015,2016
Boophis liami, ,N,AMPHIBIANS,DD,CR,2015,2016
Boophis majori,Ambohimitombo Bright-eyed Frog,N,AMPHIBIANS,NT,VU,2015,2016
Boophis miniatus,Tiny Bright-eyed Frog,N,AMPHIBIANS,LC,VU,2015,2016
Boophis periegetes, ,N,AMPHIBIANS,DD,NT,2015,2016
Boophis sambirano, ,N,AMPHIBIANS,VU,EN,2015,2016
Boophis septentrionalis, ,N,AMPHIBIANS,DD,LC,2015,2016
Boophis sibilans, ,N,AMPHIBIANS,DD,LC,2015,2016
Boophis solomaso, ,N,AMPHIBIANS,DD,EN,2015,2016
Boophis vittatus, ,N,AMPHIBIANS,LC,VU,2015,2016
Boophis xerophilus, ,N,AMPHIBIANS,DD,LC,2015,2016
Boulengerula fischeri, ,N,AMPHIBIANS,DD,VU,2015,2016
Breviceps sylvestris,Northern Forest Rain Frog,N,AMPHIBIANS,EN,NT,2015,2016
Cardioglossa cyaneospila,Mukuzira Long-fingered Frog,N,AMPHIBIANS,DD,NT,2015,2016
Chiromantis samkosensis, ,N,AMPHIBIANS,DD,VU,2015,2016
Chiropterotriton mosaueri,Cave Splayfoot Salamander,N,AMPHIBIANS,DD,CR,2015,2016
Cophyla berara, ,N,AMPHIBIANS,CR,EN,2015,2016
Cophyla occultans,Island Giant Treefrog,N,AMPHIBIANS,DD,VU,2015,2016
Cophyla pollicaris,Common Giant Treefrog,N,AMPHIBIANS,DD,LC,2015,2016
Cophyla tsaratananaensis,Tsaratanana Giant Treefrog,N,AMPHIBIANS,VU,EN,2015,2016
Craugastor sabrinus,Long-legged Streamfrog,N,AMPHIBIANS,EN,NT,2015,2016
Gephyromantis cornutus,Horned Madagascar Frog,N,AMPHIBIANS,DD,VU,2015,2016
Gephyromantis eiselti,Eiselt's Madagascar Frog,N,AMPHIBIANS,DD,EN,2015,2016
Gephyromantis enki, ,N,AMPHIBIANS,DD,VU,2015,2016
Gephyromantis horridus,Boettger's Grainy Frog,N,AMPHIBIANS,EN,VU,2015,2016
Gephyromantis klemmeri,Klemmer's Madagascar Frog,N,AMPHIBIANS,VU,EN,2015,2016
Gephyromantis leucomaculatus,White-spotted Madagascar Frog,N,AMPHIBIANS,NT,LC,2015,2016
Gephyromantis plicifer,Common Madagascar Frog,N,AMPHIBIANS,NT,LC,2015,2016
Gephyromantis runewsweeki, ,N,AMPHIBIANS,EN,VU,2015,2016
Gephyromantis silvanus, ,N,AMPHIBIANS,EN,VU,2015,2016
Gephyromantis spiniferus,Greater Spiny Madagascar Frog,N,AMPHIBIANS,NT,VU,2015,2016
Gephyromantis thelenae, ,N,AMPHIBIANS,DD,EN,2015,2016
Gephyromantis tschenki, ,N,AMPHIBIANS,DD,LC,2015,2016
Gephyromantis zavona, ,N,AMPHIBIANS,DD,EN,2015,2016
Gracixalus carinensis, ,N,AMPHIBIANS,DD,LC,2015,2016
Gracixalus supercornutus, ,N,AMPHIBIANS,DD,NT,2015,2016
Guibemantis albolineatus,White-lined Madagascar Frog,N,AMPHIBIANS,DD,LC,2015,2016
Guibemantis kathrinae, ,N,AMPHIBIANS,DD,VU,2015,2016
Guibemantis punctatus,Dotted Madagascar Frog,N,AMPHIBIANS,DD,CR,2015,2016
Heterixalus carbonei, ,N,AMPHIBIANS,NT,LC,2015,2016
Heterixalus rutenbergi,Rutenberg's Reed Frog,N,AMPHIBIANS,NT,LC,2015,2016
Hylarana attigua, ,N,AMPHIBIANS,VU,LC,2015,2016
Hylarana montivaga, ,N,AMPHIBIANS,LC,EN,2015,2016
Hyperolius cystocandicans,Tigoni Reed Frog,N,AMPHIBIANS,VU,NT,2015,2016
Hyperolius nasicus,Pointed Long Reed Frog,N,AMPHIBIANS,DD,LC,2015,2016
Hyperolius pickersgilli,Pickersgill's Reed Frog,N,AMPHIBIANS,CR,EN,2015,2016
Hyperolius spinigularis,Spiny-throated Reed Frog,N,AMPHIBIANS,LC,VU,2015,2016
Hyperolius viridis,Robust Long Reed Frog,N,AMPHIBIANS,DD,LC,2015,2016
Isthmura maxima,Southern Giant Salamander,N,AMPHIBIANS,DD,EN,2015,2016
Ixalotriton niger,Jumping Salamander,N,AMPHIBIANS,CR,EN,2015,2016
Kurixalus baliogaster, ,N,AMPHIBIANS,VU,LC,2015,2016
Lanzarana largeni,Lanza's Frog,N,AMPHIBIANS,NT,LC,2015,2016
Leptobrachium mouhoti, ,N,AMPHIBIANS,DD,LC,2015,2016
Leptobrachium pullum, ,N,AMPHIBIANS,DD,LC,2015,2016
Leptolalax tuberosus, ,N,AMPHIBIANS,VU,LC,2015,2016
Leptopelis karissimbensis, ,N,AMPHIBIANS,EN,VU,2015,2016
Leptopelis kivuensis, ,N,AMPHIBIANS,NT,LC,2015,2016
Leptopelis uluguruensis, ,N,AMPHIBIANS,EN,NT,2015,2016
Limnonectes dabanus,Annam Wart Frog,N,AMPHIBIANS,DD,LC,2015,2016
Mantella haraldmeieri,Haraldmeier's Mantella,N,AMPHIBIANS,VU,EN,2015,2016
Mantella laevigata,Folhony Golden Frog,N,AMPHIBIANS,NT,LC,2015,2016
Megophrys auralensis, ,N,AMPHIBIANS,DD,VU,2015,2016
Mertensophryne lonnbergi,L<9a>nnbergs Toad,N,AMPHIBIANS,NT,VU,2015,2016
Mertensophryne usambarae, ,N,AMPHIBIANS,EN,CR,2015,2016
Nanorana aenea,Doi Chang Asian Frog,N,AMPHIBIANS,DD,LC,2015,2016
Nanorana bourreti,Bourret's Paa Frog,N,AMPHIBIANS,DD,LC,2015,2016
Nectophrynoides viviparus,Morogoro Tree frog,N,AMPHIBIANS,VU,LC,2015,2016
Neurergus kaiseri,Luristan Newt,N,AMPHIBIANS,CR,VU,2015,2016
Odorrana absita, ,N,AMPHIBIANS,DD,LC,2015,2016
Odorrana banaorum, ,N,AMPHIBIANS,DD,LC,2015,2016
Odorrana khalam, ,N,AMPHIBIANS,DD,LC,2015,2016
Ophryophryne synoria, ,N,AMPHIBIANS,DD,VU,2015,2016
Paramesotriton deloustali,Vietnam Warty Newt,N,AMPHIBIANS,VU,LC,2015,2016
Philautus cardamonus, ,N,AMPHIBIANS,DD,EN,2015,2016
Phrynobatrachus acutirostris,Rugegewald River Frog,N,AMPHIBIANS,VU,NT,2015,2016
Phrynobatrachus bequaerti,Vissoke River Frog,N,AMPHIBIANS,VU,LC,2015,2016
Phrynobatrachus kinangopensis,Kinangop River Frog,N,AMPHIBIANS,LC,VU,2015,2016
Phrynobatrachus sulfureogularis,Central River frog,N,AMPHIBIANS,DD,VU,2015,2016
Phrynobatrachus uzungwensis,Ukinga Puddle Frog,N,AMPHIBIANS,VU,NT,2015,2016
Phrynobatrachus versicolor,Rwanda River Frog,N,AMPHIBIANS,VU,LC,2015,2016
Plectrohyla matudai,Matuda's Spikethumb Frog,N,AMPHIBIANS,VU,LC,2015,2016
Plethodontohyla brevipes,Betsileo Digging Frog,N,AMPHIBIANS,EN,VU,2015,2016
Plethodontohyla guentheri, ,N,AMPHIBIANS,DD,EN,2015,2016
Plethodontohyla tuberata,Interior Digging Frog,N,AMPHIBIANS,VU,NT,2015,2016
Pseudoeurycea aurantia,Pe<96>a Verde Salamander,N,AMPHIBIANS,VU,CR,2015,2016
Pseudoeurycea cochranae,Cochran's False Brook Salamander,N,AMPHIBIANS,EN,VU,2015,2016
Pseudoeurycea gadovii,Gadow's False Brook Salamander,N,AMPHIBIANS,EN,VU,2015,2016
Pseudoeurycea leprosa,Leprous False Brook Salamander,N,AMPHIBIANS,VU,LC,2015,2016
Pseudoeurycea lynchi,Veracruz Green Salamander,N,AMPHIBIANS,CR,EN,2015,2016
Pseudoeurycea mixteca, ,N,AMPHIBIANS,LC,VU,2015,2016
Pseudoeurycea mystax,Mustache False Brook Salamander,N,AMPHIBIANS,EN,CR,2015,2016
Pseudoeurycea nigromaculata,Black-spotted False Brook Salamander,N,AMPHIBIANS,CR,EN,2015,2016
Pseudoeurycea obesa,Ridge Tail Salamander,N,AMPHIBIANS,DD,CR,2015,2016
Pseudoeurycea orchileucos,Sierra de Ju<87>rez Worm Salamander,N,AMPHIBIANS,EN,CR,2015,2016
Pseudoeurycea papenfussi,Muscular Salamander,N,AMPHIBIANS,NT,EN,2015,2016
Pseudoeurycea ruficauda,Orange-tailed Agile Salamander,N,AMPHIBIANS,DD,EN,2015,2016
Pseudoeurycea tlilicxitl,Black-footed Salamander,N,AMPHIBIANS,DD,EN,2015,2016
Pseudophilautus decoris, ,N,AMPHIBIANS,EN,CR,2015,2016
Rhacophorus exechopygus,Spinybottom Tree Frog,N,AMPHIBIANS,VU,LC,2015,2016
Rhacophorus kio,Black-webbed Treefrog,N,AMPHIBIANS,VU,LC,2015,2016
Rhombophryne coronata, ,N,AMPHIBIANS,VU,LC,2015,2016
Rhombophryne coudreaui,Betampona Digging Frog,N,AMPHIBIANS,VU,NT,2015,2016
Rhombophryne grandis,Giant Stump-toed Frog,N,AMPHIBIANS,DD,LC,2015,2016
Rhombophryne minuta,Tiny Digging Frog,N,AMPHIBIANS,DD,EN,2015,2016
Rhombophryne psologlossa,Madagascar Stump-toed Frog,N,AMPHIBIANS,DD,EN,2015,2016
Rhombophryne pygmaea,Andoany Stump-toed Frog,N,AMPHIBIANS,VU,EN,2015,2016
Rhombophryne roseifemoralis, ,N,AMPHIBIANS,DD,EN,2015,2016
Rhombophryne serratopalpebrosa,Guib<8e>'s Digging Frog,N,AMPHIBIANS,VU,EN,2015,2016
Rhombophryne testudo,Nosy Be Burrowing Frog,N,AMPHIBIANS,VU,EN,2015,2016
Scaphiophryne menabensis, ,N,AMPHIBIANS,VU,LC,2015,2016
Scolecomorphus uluguruensis,Nyingwa Caecilian,N,AMPHIBIANS,LC,EN,2015,2016
Spinomantis elegans,Elegant Madagascar Frog,N,AMPHIBIANS,VU,NT,2015,2016
Spinomantis guibei,Guib<8e>'s Madagascar Frog,N,AMPHIBIANS,EN,VU,2015,2016
Sylvacaecilia grandisonae,Aleku Caecilian,N,AMPHIBIANS,DD,LC,2015,2016
Theloderma stellatum, ,N,AMPHIBIANS,NT,LC,2015,2016
Thorius insperatus,Surprise Thorius,N,AMPHIBIANS,DD,CR,2015,2016
Thorius minydemus, ,N,AMPHIBIANS,CR,EN,2015,2016
Tsingymantis antitra, ,N,AMPHIBIANS,VU,EN,2015,2016
Tylototriton vietnamensis, ,N,AMPHIBIANS,NT,EN,2015,2016
Ancharius fuscus,Vanoa,N,FISHES,DD,LC,2015,2016
Apristurus australis,Pinocchio Catshark,N,FISHES,DD,LC,2015,2016
Apristurus melanoasper,Fleshynose Catshark,N,FISHES,DD,LC,2015,2016
Arius festinus, ,G,FISHES,EN,CR,2015,2016
Arius uncinatus, ,N,FISHES,EN,CR,2015,2016
Barbus acuticeps, ,N,FISHES,EN,NT,2015,2016
Barbus claudinae, ,N,FISHES,EN,VU,2015,2016
Barbus profundus, ,N,FISHES,DD,LC,2015,2016
Barbus serengetiensis, ,N,FISHES,VU,LC,2015,2016
Bathyraja mariposa,Butterfly Skate,N,FISHES,DD,LC,2015,2016
Bedotia geayi,Zona,N,FISHES,VU,EN,2015,2016
Bedotia longianalis,Zona,G,FISHES,LC,EN,2015,2016
Bedotia madagascariensis,Zona,N,FISHES,NT,EN,2015,2016
Bedotia marojejy, ,G,FISHES,VU,EN,2015,2016
Beringraja binoculata,Big Skate,N,FISHES,NT,LC,2015,2016
Brycinus jacksonii,Victoria Robber,N,FISHES,EN,LC,2015,2016
Brycon posadae, ,N,FISHES,DD,NT,2015,2016
Bryconamericus ichoensis, ,N,FISHES,LC,DD,2015,2016
Bryconamericus plutarcoi, ,N,FISHES,VU,LC,2015,2016
Carcharhinus albimarginatus,Silvertip Shark,N,FISHES,NT,VU,2015,2016
Chlamydoselachus anguineus,Frilled Shark,N,FISHES,NT,LC,2015,2016
Curimata mivartii,Vizcaina,N,FISHES,VU,NT,2015,2016
Eleotris pellegrini, ,N,FISHES,NT,LC,2015,2016
Eremophilus mutisii,Capit<87>n de la Sabana,N,FISHES,DD,LC,2015,2016
Etelis carbunculus,Ruby Snapper,N,FISHES,DD,LC,2015,2016
Eurypegasus papilio,Hawaiian Sea-moth Fish,N,FISHES,DD,LC,2015,2016
Eusphyra blochii,Winghead Shark,G,FISHES,NT,EN,2015,2016
Gephyrocharax chaparae, ,N,FISHES,LC,NT,2015,2016
Glossogobius ankaranensis, ,N,FISHES,VU,LC,2015,2016
Gobitrichinotus arnoulti, ,N,FISHES,DD,LC,2015,2016
Haplochromis sp. nov. 'Blue Rockpicker', ,N,FISHES,VU,EN,2015,2016
Hemibrycon carrilloi,Sardina,N,FISHES,LC,DD,2015,2016
Himantura fai,Pink Whipray,N,FISHES,LC,VU,2015,2016
Himantura granulata,Mangrove Whipray,N,FISHES,NT,VU,2015,2016
Himantura jenkinsii,Jenkins' Whipray,N,FISHES,LC,VU,2015,2016
Hydrolagus ogilbyi,Ogilby's Ghostshark,N,FISHES,NT,VU,2015,2016
Hypogaleus hyugaensis,Pencil Shark,N,FISHES,NT,LC,2015,2016
Imparfinis spurrellii, ,N,FISHES,LC,EN,2015,2016
Katria katria,Kataria,G,FISHES,VU,EN,2015,2016
Labeo victorianus,Ningu,N,FISHES,LC,CR,2015,2016
Lethrinus reticulatus,Red Snout Emperor,N,FISHES,DD,LC,2015,2016
Lutjanus analis,Mutton Snapper,N,FISHES,VU,NT,2015,2016
Marcusenius victoriae,Victoria Stonebasher,G,FISHES,EN,LC,2015,2016
Mobula tarapacana,Chilean Devil Ray,N,FISHES,DD,VU,2015,2016
Myliobatis hamlyni,Purple Eagle Ray,N,FISHES,EN,NT,2015,2016
Nothobranchius robustus,Red Victoria Nothobranch,N,FISHES,DD,LC,2015,2016
Oxylapia polli, ,N,FISHES,CR,EN,2015,2016
Pachypanchax omalonota, ,G,FISHES,LC,EN,2015,2016
Pachypanchax patriciae, ,N,FISHES,VU,EN,2015,2016
Pachypanchax sakaramyi, ,N,FISHES,CR,EN,2015,2016
Paretroplus dambabe, ,G,FISHES,EN,CR,2015,2016
Paretroplus damii,Damba,N,FISHES,DD,VU,2015,2016
Paretroplus gymnopreopercularis, ,G,FISHES,EN,CR,2015,2016
Paretroplus lamenabe, ,N,FISHES,DD,EN,2015,2016
Paretroplus loisellei, ,N,FISHES,VU,EN,2015,2016
Paretroplus nourissati, ,N,FISHES,VU,EN,2015,2016
Paretroplus polyactis, ,N,FISHES,VU,LC,2015,2016
Paretroplus tsimoly, ,N,FISHES,LC,EN,2015,2016
Pegasus lancifer,Sculptured Dragonfish,N,FISHES,DD,LC,2015,2016
Potamotrygon magdalenae,Magdelena Freshwater Stingray,N,FISHES,NT,LC,2015,2016
Ptychochromis oligacanthus, ,G,FISHES,LC,EN,2015,2016
Ptychochromoides betsileanus,Trondo Mainty,G,FISHES,CR,CR(PE),2015,2016
Ptychochromoides itasy, ,N,FISHES,EX,CR,2015,2016
Ptychochromoides vondrozo, ,N,FISHES,CR,EN,2015,2016
Raja inornata,California Skate,N,FISHES,DD,LC,2015,2016
Raja pita,Pita Skate,N,FISHES,CR,DD,2015,2016
Rheocles alaotrensis,Katrana,G,FISHES,VU,EN,2015,2016
Rheocles derhami, ,G,FISHES,VU,CR,2015,2016
Rheocles lateralis,Zona,N,FISHES,DD,CR,2015,2016
Rheocles vatosoa, ,N,FISHES,VU,EN,2015,2016
Rhincodon typus,Whale Shark,G,FISHES,VU,EN,2015,2016
Rhizosomichthys totae,Pez Graso,N,FISHES,EX,CR(PE),2015,2016
Sauvagella robusta, ,N,FISHES,DD,EN,2015,2016
Spatuloricaria euacanthagenys, ,N,FISHES,LC,DD,2015,2016
Squatina pseudocellata,Western Angel Shark,N,FISHES,DD,LC,2015,2016
Stegostoma fasciatum,Zebra Shark,N,FISHES,VU,EN,2015,2016
Synodontis victoriae,Lake Victoria Squeaker,N,FISHES,NT,LC,2015,2016
Teramulus kieneri,Vily,N,FISHES,DD,LC,2015,2016
Trichomycterus chaberti, ,N,FISHES,DD,LC,2015,2016
Typhleotris pauliani, ,N,FISHES,EN,CR,2015,2016
Varicorhinus ruandae, ,N,FISHES,CR,NT,2015,2016
Zaireichthys rotundiceps,Sand Catlet,N,FISHES,LC,DD,2015,2016
Africanogyrus rodriguezensis, ,N,MOLLUSCS,EN,VU,2015,2016
Anodonta oregonensis,Oregon Floater,N,MOLLUSCS,DD,LC,2015,2016
Aspatharia divaricata, ,N,MOLLUSCS,VU,CR,2015,2016
Bellamya phthinotropis, ,G,MOLLUSCS,EN,CR,2015,2016
Biomphalaria stanleyi, ,N,MOLLUSCS,DD,NT,2015,2016
Bulinus browni, ,N,MOLLUSCS,DD,NT,2015,2016
Bulinus cernicus, ,N,MOLLUSCS,LR/nt,LC,2015,2016
Bulinus permembranaceus, ,N,MOLLUSCS,DD,VU,2015,2016
Burnupia caffra, ,N,MOLLUSCS,DD,LC,2015,2016
Ceratophallus concavus, ,G,MOLLUSCS,EN,CR,2015,2016
Ceratophallus crassus, ,G,MOLLUSCS,NT,EN,2015,2016
Ceratophallus kisumiensis, ,N,MOLLUSCS,LC,NT,2015,2016
Ceratophallus subtilis, ,N,MOLLUSCS,DD,CR,2015,2016
Cleopatra cridlandi, ,G,MOLLUSCS,VU,CR,2015,2016
Coelatura alluaudi, ,N,MOLLUSCS,DD,VU,2015,2016
Coelatura cridlandi, ,N,MOLLUSCS,DD,EN,2015,2016
Corbicula lamarckiana, ,N,MOLLUSCS,DD,LC,2015,2016
Gabbiella barthi, ,G,MOLLUSCS,EN,CR,2015,2016
Madagasikara madagascarensis, ,N,MOLLUSCS,LR/nt,EN,2015,2016
Mutela bourguignati, ,N,MOLLUSCS,DD,NT,2015,2016
Pisidium fistulosum, ,N,MOLLUSCS,DD,LC,2015,2016
Pisidium iquito, ,N,MOLLUSCS,DD,LC,2015,2016
Pomacea aldersoni, ,N,MOLLUSCS,DD,LC,2015,2016
Pomacea ocanensis, ,N,MOLLUSCS,DD,CR,2015,2016
Pomacea quinindensis, ,N,MOLLUSCS,DD,VU,2015,2016
Sphaerium regularis, ,N,MOLLUSCS,DD,EN,2015,2016
Sphaerium stuhlmanni, ,N,MOLLUSCS,DD,LC,2015,2016
Acanthagrion peruanum, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Aeolagrion axine, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Agriocnemis palaeforma,Papyrus Wisp,G,DRAGONFLIES & DAMSELFLIES,NT,VU,2015,2016
Argia limitata, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Argia variata, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Cora aurea,Black-banded Bannerwing,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Euthore fassli, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Heteragrion calendulum, ,N,DRAGONFLIES & DAMSELFLIES,DD,EN,2015,2016
Heteropodagrion sanguinipes, ,N,DRAGONFLIES & DAMSELFLIES,EN,LC,2015,2016
Mesagrion leucorrhinum, ,N,DRAGONFLIES & DAMSELFLIES,VU,LC,2015,2016
Neodythemis nyungwe,Nyungwe Junglewatcher,G,DRAGONFLIES & DAMSELFLIES,NT,VU,2015,2016
Ormenophlebia regina, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Oxyagrion tennesseni, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Palaemnema picicaudata, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Philogenia boliviana, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Philogenia buenavista, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Philogenia silvarum, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Polythore lamerceda, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Teinopodagrion angulatum, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Telebasis milleri, ,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Telebasis versicolor,Forcipate Firetail,N,DRAGONFLIES & DAMSELFLIES,DD,LC,2015,2016
Acroneuroptila puddui,Southern Sardinian Cricket,N,GRASSHOPPERS & CRICKETS,NT,VU,2015,2016
Acroneuroptila sardoa,Northern Sardinian Cricket,N,GRASSHOPPERS & CRICKETS,NT,VU,2015,2016
Acrostira bellamyi,Gomera Stick Grasshopper,G,GRASSHOPPERS & CRICKETS,NT,CR,2015,2016
Acrostira tamarani,Gran Canaria Stick Grasshopper,G,GRASSHOPPERS & CRICKETS,NT,EN,2015,2016
Acrostira tenerifae,Tenerife Stick Grasshopper,N,GRASSHOPPERS & CRICKETS,CR,EN,2015,2016
Arcyptera alzonai,Piedmont Banded Grasshopper,N,GRASSHOPPERS & CRICKETS,DD,EN,2015,2016
Arminda hierroensis,Hierro Rock Grasshopper,N,GRASSHOPPERS & CRICKETS,DD,LC,2015,2016
Baetica ustulata,Sierra Nevada Saddle Bush-cricket,N,GRASSHOPPERS & CRICKETS,VU,EN,2015,2016
Calliphona koenigi,Tenerife Green Bush=cricket,N,GRASSHOPPERS & CRICKETS,VU,NT,2015,2016
Canariola nubigena,Canarian Laurel Bush-cricket,N,GRASSHOPPERS & CRICKETS,VU,NT,2015,2016
Chorthippus acroleucus,White-tipped Grasshopper,N,GRASSHOPPERS & CRICKETS,VU,CR,2015,2016
Chorthippus cialancensis,Piedmont Grasshopper,N,GRASSHOPPERS & CRICKETS,LC,NT,2015,2016
Chorthippus parnon,Parnon Grasshopper,N,GRASSHOPPERS & CRICKETS,LC,NT,2015,2016
Chrysochraon beybienkoi,Calabrian Gold Grasshopper,G,GRASSHOPPERS & CRICKETS,VU,CR,2015,2016
Cycloptiloides canariensis,Canarian Tiny Cricket,N,GRASSHOPPERS & CRICKETS,VU,LC,2015,2016
Dolichopoda aegilion,Giglio Cave Cricket,N,GRASSHOPPERS & CRICKETS,NT,VU,2015,2016
Dolichopoda baccettii,Baccetti's Cave-cricket,N,GRASSHOPPERS & CRICKETS,DD,VU,2015,2016
Dolichopoda capreensis,Capri Cave-cricket,N,GRASSHOPPERS & CRICKETS,DD,VU,2015,2016
Dolichopoda giachinoi,Megalo Spilio Cave-cricket,N,GRASSHOPPERS & CRICKETS,VU,DD,2015,2016
Dolichopoda kiriakii,Kiriaki Cave-cricket,N,GRASSHOPPERS & CRICKETS,VU,NT,2015,2016
Dolichopoda lustriae,Aghias Andreas Cave-cricket,N,GRASSHOPPERS & CRICKETS,VU,LC,2015,2016
Dolichopoda muceddai,Mucedda's Cave-cricket,N,GRASSHOPPERS & CRICKETS,DD,VU,2015,2016
Dolichopoda palpata,Palpate Cave-cricket,N,GRASSHOPPERS & CRICKETS,LC,DD,2015,2016
