species,common_name,reason_for_change,class,previous_category,current_category,previous_year,current_year
Cambarus coosawattae,Coosawattee Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,NT,2009,2010
Cambarus cymatilis,Conasauga Blue Burrower,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,EN,2009,2010
Cambarus miltus,Rusty Grave Digger,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,LC,2009,2010
Cambarus obeyensis,Obey Crayfish,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,CR,2009,2010
Cambarus pristinus,Pristine Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,DD,2009,2010
Cambarus speciosus,Beautiful Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,NT,2009,2010
Cambarus spicatus,Broad River Spiny Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,DD,2009,2010
Cambarus truncatus,Oconee Burrowing Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,NT,2009,2010
Cambarus williami,Brawleys Fork Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,NT,2009,2010
Cherax quadricarinatus,Tropical Blue Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,LC,2009,2010
Cherax tenuimanus,Hairy Marron,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,CR,2009,2010
Engaeus curvisuturus,,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,DD,2009,2010
Engaeus granulatus,Central North Burrowing Crayfish,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,CR,2009,2010
Engaeus mallacoota,Mallacoota Burrowing Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,CR,2009,2010
Engaeus nulloporius,,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,DD,2009,2010
Engaeus phyllocercus,Narracan Burrowing Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,EN,2009,2010
Engaeus spinicaudatus,Scottsdale Burrowing Crayfish,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,CR,2009,2010
Engaeus sternalis,Warragul Burrowing Crayfish,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,CR,2009,2010
Engaewa similis,,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,LC,2009,2010
Euastacus armatus,Murray River Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,DD,2009,2010
Euastacus bindal,,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,CR,2009,2010
Euastacus fleckeri,,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,EN,2009,2010
Euastacus jagara,,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,CR,2009,2010
Euastacus maidae,,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,CR,2009,2010
Euastacus monteithorum,,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,CR,2009,2010
Euastacus neodiversus,,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,EN,2009,2010
Euastacus robertsi,,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,CR,2009,2010
Euastacus setosus,,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,CR,2009,2010
Euastacus yigara,,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,CR,2009,2010
Fallicambarus hortoni,Hatchie Burrowing Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",EN,CR,2009,2010
Fallicambarus strawni,Saline Burrowing Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,LC,2009,2010
Hobbseus orconectoides,Oktibbeha Riverlet Crayfish,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,EN,2009,2010
Hobbseus valleculus,Choctaw Riverlet Crayfish,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,EN,2009,2010
Hobbseus yalobushensis,Yalobusha Riverlet Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,EN,2009,2010
Orconectes cooperi,Flint River Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,LC,2009,2010
Orconectes deanae,Conchas Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,LC,2009,2010
Orconectes jeffersoni,Louisville Crayfish,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,EN,2009,2010
Orconectes marchandi,Mammoth Spring Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,NT,2009,2010
Orconectes packardi,Cave Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,EN,2009,2010
Orconectes saxatilis,Kiamichi Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",CR,VU,2009,2010
Orconectes sloanii,Sloan's Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,LC,2009,2010
Pacifastacus nigrescens,Sooty Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",CR,EX,2009,2010
Procambarus apalachicolae,Coastal Flatwoods Crayfish,G,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,EN,2009,2010
Procambarus barbiger,Jackson Prairie Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,DD,2009,2010
Procambarus connus,Carrollton Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,DD,2009,2010
Procambarus fitzpatricki,Spinytail Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,LC,2009,2010
Procambarus lagniappe,Lagniappe Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,NT,2009,2010
Procambarus pogum,Bearded Red Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",VU,DD,2009,2010
Procambarus steigmani,Parkhill Prairie Crayfish,N,"CRAYFISHES, CRABS, LOBSTERS, etc.",CR,DD,2009,2010
Anogramma ascensionis,,N,FERNS & allies,EX,CR,2009,2010
Agathis lanceolata,,G,CONIFERS,LR/cd,VU,2009,2010
Agathis ovata,,G,CONIFERS,LR/cd,EN,2009,2010
Araucaria bernieri,,N,CONIFERS,LR/cd,VU,2009,2010
Araucaria biramulata,,G,CONIFERS,LR/cd,VU,2009,2010
Araucaria humboldtensis,,G,CONIFERS,LR/cd,EN,2009,2010
Araucaria montana,,G,CONIFERS,LR/lc,VU,2009,2010
Araucaria muelleri,,G,CONIFERS,LR/cd,EN,2009,2010
Libocedrus yateensis,,G,CONIFERS,VU,EN,2009,2010
Neocallitropsis pancheri,,G,CONIFERS,VU,EN,2009,2010
Parasitaxus ustus,,G,CONIFERS,LR/nt,VU,2009,2010
Podocarpus decumbens,,G,CONIFERS,VU,CR,2009,2010
Podocarpus polyspermus,,G,CONIFERS,VU,EN,2009,2010
Ceratozamia latifolia,,G,CYCADS,VU,EN,2009,2010
Ceratozamia miqueliana,,G,CYCADS,VU,CR,2009,2010
Ceratozamia mixeorum,,N,CYCADS,DD,EN,2009,2010
Ceratozamia norstogii,,N,CYCADS,CR,EN,2009,2010
Ceratozamia robusta,,G,CYCADS,VU,EN,2009,2010
Cycas aculeata,,N,CYCADS,EN,VU,2009,2010
Cycas armstrongii,,G,CYCADS,LC,VU,2009,2010
Cycas circinalis,,N,CYCADS,DD,EN,2009,2010
Cycas conferta,,N,CYCADS,VU,NT,2009,2010
Cycas curranii,Curran<d5>s Pitogo,N,CYCADS,DD,CR(PE),2009,2010
Cycas dolichophylla,,N,CYCADS,VU,NT,2009,2010
Cycas elongata,,G,CYCADS,VU,EN,2009,2010
Cycas falcata,,N,CYCADS,DD,VU,2009,2010
Cycas guizhouensis,,N,CYCADS,NT,VU,2009,2010
Cycas javana,,N,CYCADS,DD,EN,2009,2010
Cycas lindstromii,,G,CYCADS,VU,EN,2009,2010
Cycas megacarpa,,N,CYCADS,EN,VU,2009,2010
Cycas nathorstii,,N,CYCADS,DD,VU,2009,2010
Cycas ophiolitica,,N,CYCADS,NT,VU,2009,2010
Cycas pachypoda,,G,CYCADS,VU,CR,2009,2010
Cycas panzhihuaensis,,N,CYCADS,NT,VU,2009,2010
Cycas revoluta,Fern Palm,N,CYCADS,NT,LC,2009,2010
Cycas semota,,N,CYCADS,NT,VU,2009,2010
Cycas taitungensis,,G,CYCADS,VU,EN,2009,2010
Cycas tuckeri,,N,CYCADS,NT,VU,2009,2010
Cycas wadei,Wade<d5>s Pitogo,N,CYCADS,DD,CR,2009,2010
Cycas zeylanica,,N,CYCADS,DD,VU,2009,2010
Dioon califanoi,,N,CYCADS,VU,EN,2009,2010
Dioon caputoi,,N,CYCADS,CR,EN,2009,2010
Dioon mejiae,,N,CYCADS,DD,LC,2009,2010
Dioon rzedowskii,,N,CYCADS,VU,EN,2009,2010
Dioon spinulosum,,N,CYCADS,VU,EN,2009,2010
Dioon tomasellii,,N,CYCADS,EN,VU,2009,2010
Encephalartos brevifoliolatus,,G,CYCADS,EW,EW,2009,2010
Encephalartos bubalinus,Lake Natron Cycad,N,CYCADS,LC,NT,2009,2010
Encephalartos cerinus,Waxen Cycad,G,CYCADS,CR,CR(PE),2009,2010
Encephalartos delucanus,,N,CYCADS,VU,EN,2009,2010
Encephalartos ferox,Kozi Cycad,G,CYCADS,LC,NT,2009,2010
Encephalartos kanga,,N,CYCADS,DD,CR,2009,2010
Encephalartos laurentianus,Kwango Giant Cycad,N,CYCADS,DD,NT,2009,2010
Encephalartos macrostrobilus,,N,CYCADS,VU,EN,2009,2010
Encephalartos marunguensis,Marungu Cycad,N,CYCADS,NT,VU,2009,2010
Encephalartos schmitzii,Schmitz's Cycad,N,CYCADS,NT,VU,2009,2010
Encephalartos sclavoi,Sclavo's Cycad,N,CYCADS,VU,CR,2009,2010
Encephalartos septentrionalis,Nile Cycad,N,CYCADS,DD,NT,2009,2010
Encephalartos umbeluziensis,Umbeluzi Cycad,N,CYCADS,VU,EN,2009,2010
Encephalartos whitelockii,,G,CYCADS,VU,CR,2009,2010
Macrozamia conferta,,N,CYCADS,EN,VU,2009,2010
Macrozamia cranei,,N,CYCADS,VU,EN,2009,2010
Macrozamia fawcettii,,N,CYCADS,LC,NT,2009,2010
Macrozamia lomandroides,,G,CYCADS,VU,EN,2009,2010
Macrozamia longispina,,N,CYCADS,LC,NT,2009,2010
Macrozamia moorei,,N,CYCADS,LC,NT,2009,2010
Macrozamia platyrhachis,,N,CYCADS,LC,VU,2009,2010
Macrozamia plurinervia,,N,CYCADS,NT,EN,2009,2010
Macrozamia stenomera,,N,CYCADS,LC,NT,2009,2010
Macrozamia viridis,,N,CYCADS,VU,EN,2009,2010
Stangeria eriopus,Natal Grass Cycad,G,CYCADS,NT,VU,2009,2010
Zamia acuminata,,N,CYCADS,NT,VU,2009,2010
Zamia gentryi,,N,CYCADS,VU,CR,2009,2010
Zamia inermis,,N,CYCADS,CR,CR,2009,2010
Zamia ipetiensis,,N,CYCADS,VU,EN,2009,2010
Zamia lucayana,,N,CYCADS,NT,EN,2009,2010
Zamia neurophyllidia,,N,CYCADS,NT,VU,2009,2010
Zamia portoricensis,,N,CYCADS,CR,EN,2009,2010
Zamia purpurea,,N,CYCADS,EN,CR,2009,2010
Zamia pygmaea,,N,CYCADS,DD,CR,2009,2010
Acropogon bullatus,,N,FLOWERING PLANTS,VU,NT,2009,2010
Aglaia cucullata,,N,FLOWERING PLANTS,LR/nt,DD,2009,2010
Albizia guillainii,,N,FLOWERING PLANTS,CR,VU,2009,2010
Aponogeton azureus,,N,FLOWERING PLANTS,DD,VU,2009,2010
Carum foetidum,,N,FLOWERING PLANTS,CR,NT,2009,2010
Culcasia orientalis,,N,FLOWERING PLANTS,LC,DD,2009,2010
Diospyros minimifolia,,N,FLOWERING PLANTS,VU,NT,2009,2010
Eugenia ericoides,,N,FLOWERING PLANTS,VU,NT,2009,2010
Ixora margaretae,,N,FLOWERING PLANTS,CR,VU,2009,2010
Ledermanniella thalloidea,,N,FLOWERING PLANTS,VU,EN,2009,2010
Pittosporum brevispinum,,N,FLOWERING PLANTS,CR,EN,2009,2010
Pittosporum gatopense,,N,FLOWERING PLANTS,EN,VU,2009,2010
Polyscias nothisii,,N,FLOWERING PLANTS,VU,EN,2009,2010
Psychotria deverdiana,,N,FLOWERING PLANTS,EN,VU,2009,2010
Terminalia cherrieri,,N,FLOWERING PLANTS,CR,EN,2009,2010
Xylosma grossecrenatum,,N,FLOWERING PLANTS,CR,EN,2009,2010
Bradypus torquatus,Maned Three-toed Sloth,N,MAMMALS,EN,VU,2010,2011
Callicebus oenanthe,San Martin Titi Monkey ,N,MAMMALS,EN,CR,2010,2011
Equus ferus,Przewalski's Horse,G,MAMMALS,CR,EN,2010,2011
Eulemur flavifrons,Blue-eyed Black Lemur,N,MAMMALS,EN,CR,2010,2011
Mirza zaza,Northern Giant Mouse Lemur,N,MAMMALS,DD,VU,2010,2011
Monodelphis unistriata,Single-striped Opossum,N,MAMMALS,DD,CR(PE),2010,2011
Mustela lutreola,European Mink,N,MAMMALS,EN,CR,2010,2011
Neophocaena asiaeorientalis,Narrow-ridged Finless Porpoise,N,MAMMALS,EN,VU,2010,2011
Oryx leucoryx,Arabian Oryx,G,MAMMALS,EN,VU,2010,2011
Santamartamys rufodorsalis,Red Crested Tree Rat,N,MAMMALS,DD,CR,2010,2011
Sylvilagus mansuetus,San Jose Brush Rabbit,G,MAMMALS,NT,CR,2010,2011
Amazilia luciae,Honduran Emerald,N,BIRDS,CR,EN,2010,2011
Amazona tucumana,Tucuman Amazon,N,BIRDS,NT,VU,2010,2011
Anas formosa,Baikal Teal,N,BIRDS,VU,LC,2010,2011
Anas nesiotis,Campbell Islands Teal,G,BIRDS,CR,EN,2010,2011
Anthus nilghiriensis,Nilgiri Pipit,N,BIRDS,NT,VU,2010,2011
Ardeotis nigriceps,Great Indian Bustard,G,BIRDS,EN,CR,2010,2011
Asthenes hudsoni,Hudson's Canastero,N,BIRDS,LC,NT,2010,2011
Asthenes luizae,Cipo Canastero,N,BIRDS,VU,NT,2010,2011
Atlapetes pallidiceps,Pale-headed Brush-finch,G,BIRDS,CR,EN,2010,2011
Caprimulgus noctitherus,Puerto Rican Nightjar,N,BIRDS,CR,EN,2010,2011
Celeus obrieni,Kaempfer's Woodpecker,N,BIRDS,CR,EN,2010,2011
Columba bollii,Dark-tailed Laurel Pigeon,G,BIRDS,NT,LC,2010,2011
Columba junoniae,White-tailed Laurel Pigeon,G,BIRDS,EN,NT,2010,2011
Columba trocaz,Madeira Laurel Pigeon,G,BIRDS,NT,LC,2010,2011
Falco naumanni,Lesser Kestrel,N,BIRDS,VU,LC,2010,2011
Gallinago nobilis,Noble Snipe,N,BIRDS,LC,NT,2010,2011
Geothlypis beldingi,Belding's Yellowthroat,N,BIRDS,CR,EN,2010,2011
Grallaria eludens,Elusive Antpitta,N,BIRDS,NT,LC,2010,2011
Grallaria kaestneri,Cundinamarca Antpitta,N,BIRDS,VU,EN,2010,2011
Herpsilochmus sellowi,Caatinga Antwren,N,BIRDS,NT,LC,2010,2011
Lophura diardi,Siamese Fireback,N,BIRDS,NT,LC,2010,2011
Megapodius bernsteinii,Sula Megapode,N,BIRDS,NT,VU,2010,2011
Myiagra albiventris,Samoan Flycatcher,G,BIRDS,VU,NT,2010,2011
Myiopagis olallai,Foothill Elaenia,N,BIRDS,NT,VU,2010,2011
Myophonus robinsoni,Malaysian Whistling-thrush,N,BIRDS,LC,NT,2010,2011
Necrosyrtes monachus,Hooded Vulture,N,BIRDS,LC,EN,2010,2011
Phalacrocorax harrisi,Flightless Cormorant,N,BIRDS,EN,VU,2010,2011
Polystictus superciliaris,Grey-backed Tachuri,N,BIRDS,NT,LC,2010,2011
Psittacula derbiana,Derbyan Parakeet,N,BIRDS,LC,NT,2010,2011
Pterodroma brevipes,Collared Petrel,N,BIRDS,NT,VU,2010,2011
Ramphomicron dorsale,Black-backed Thornbill,N,BIRDS,LC,EN,2010,2011
Rhynchopsitta terrisi,Maroon-fronted Parrot,N,BIRDS,VU,EN,2010,2011
Rigidipenna inexpectata,Solomon Islands Frogmouth,N,BIRDS,LC,NT,2010,2011
Rimator pasquieri,White-throated Wren-babbler,N,BIRDS,LC,EN,2010,2011
Sagittarius serpentarius,Secretarybird,N,BIRDS,LC,VU,2010,2011
Saxicola dacotiae,Fuerteventura Stonechat,N,BIRDS,EN,NT,2010,2011
Scotopelia ussheri,Rufous Fishing-owl,N,BIRDS,EN,VU,2010,2011
Spelaeornis kinneari,Pale-throated Wren-babbler,N,BIRDS,LC,VU,2010,2011
Treron sanctithomae,Sao Tome Green-pigeon,N,BIRDS,LC,VU,2010,2011
Trichoglossus rubiginosus,Pohnpei Lorikeet,N,BIRDS,LC,NT,2010,2011
Acrantophis dumerili,Dumeril's Boa ,N,REPTILES,VU,LC,2010,2011
Acrantophis madagascariensis,Malagasy Ground Boa,N,REPTILES,VU,LC,2010,2011
Amphiglossus alluaudi,,N,REPTILES,DD,VU,2010,2011
Amphiglossus melanurus,Spotted Skink ,N,REPTILES,DD,LC,2010,2011
Brookesia perarmata,Antsingy Leaf Chameleon,N,REPTILES,VU,EN,2010,2011
Clemmys guttata,Spotted Turtle,N,REPTILES,VU,EN,2010,2011
Ctenosaura melanosterna,Black-chested Spiny-tailed Iguana,N,REPTILES,CR,EN,2010,2011
Ctenosaura palearis,Motagua Spiny-tailed Iguana,N,REPTILES,CR,EN,2010,2011
Emydoidea blandingii,Blanding's Turtle,N,REPTILES,LR/nt,EN,2010,2011
Furcifer minor,Lesser Chameleon,N,REPTILES,VU,EN,2010,2011
Geckolepis maculata,Fish-scale Gecko,N,REPTILES,DD,LC,2010,2011
Glyptemys insculpta,Wood Turtle,G,REPTILES,VU,EN,2010,2011
Glyptemys muhlenbergii,Bog Turtle,G,REPTILES,EN,CR,2010,2011
Graptemys barbouri,Barbour's Map Turtle,N,REPTILES,LR/nt,VU,2010,2011
Graptemys caglei,Cagle's Map Turtle,N,REPTILES,VU,EN,2010,2011
Graptemys flavimaculata,Yellow Blotched Sawback,N,REPTILES,EN,VU,2010,2011
Graptemys nigrinoda,Black-knobbed Sawback,N,REPTILES,LR/nt,LC,2010,2011
Graptemys oculifera,Ringed Sawback,N,REPTILES,EN,VU,2010,2011
Graptemys pulchra,Alabama Map Turtle,G,REPTILES,LR/lc,NT,2010,2011
Graptemys versa,Texas Map Turtle,N,REPTILES,LR/nt,LC,2010,2011
Kinosternon sonoriense,Sonora Mud Turtle,N,REPTILES,VU,NT,2010,2011
Liophidium therezieni,,N,REPTILES,DD,VU,2010,2011
Liophidium vaillanti,,N,REPTILES,DD,LC,2010,2011
Lygodactylus klemmeri,Malagasy Dwarf Gecko,N,REPTILES,VU,NT,2010,2011
Paracontias rothschildi,Rothschild's Skink,N,REPTILES,VU,CR,2010,2011
Phelsuma flavigularis,Yellow-throated Day Gecko,N,REPTILES,DD,EN,2010,2011
Sanzinia madagascariensis,Madagascar Tree Boa,N,REPTILES,VU,LC,2010,2011
Sternotherus depressus,Flattened Musk Turtle,N,REPTILES,VU,CR,2010,2011
Terrapene carolina,Eastern Box Turtle,G,REPTILES,LR/nt,VU,2010,2011
Thamnosophis stumpffi,Yellow-striped Water Snake,N,REPTILES,DD,VU,2010,2011
Trachemys scripta,Yellow-bellied Slider Turtle,N,REPTILES,LR/nt,LC,2010,2011
Trachylepis lavarambo,,N,REPTILES,EN,VU,2010,2011
Trachylepis tavaratra,,N,REPTILES,LC,VU,2010,2011
Typhlops arenarius,Sand Worm Snake,N,REPTILES,DD,LC,2010,2011
Arthroleptella subvoce,,N,AMPHIBIANS,DD,EN,2010,2011
Strongylopus springbokensis,Namaqua Stream Frog,N,AMPHIBIANS,VU,LC,2010,2011
Strongylopus wageri,Wager's Stream Frog,N,AMPHIBIANS,NT,VU,2010,2011
Aaptosyax grypus,Mekong Giant Salmon Carp,N,FISHES,DD,CR,2010,2011
Barbus prespensis,Bri<87>na,N,FISHES,VU,LC,2010,2011
Betta simplex,Krabi Mouth Brooding Betta,N,FISHES,VU,CR,2010,2011
Cephaloscyllium variegatum,Saddled Swellshark,N,FISHES,DD,NT,2010,2011
Epalzeorhynchos bicolor,Redtail Sharkminnow,N,FISHES,EW,CR,2010,2011
Eptatretus mendozai,,N,FISHES,DD,LC,2010,2011
Horaglanis krishnai,Cave Catfish,N,FISHES,VU,DD,2010,2011
Hypselobarbus pulchellus,,N,FISHES,DD,CR(PE),2010,2011
Hypselobarbus thomassi,Red Canarese Barb,N,FISHES,VU,CR,2010,2011
Indoreonectes evezardi,,N,FISHES,DD,LC,2010,2011
Labeo potail,Deccan Labeo,N,FISHES,CR,EN,2010,2011
Laubuca caeruleostigmata,Flying Minnow,N,FISHES,CR,EN,2010,2011
Monopterus indicus,Bombay Swampeel,N,FISHES,NT,VU,2010,2011
Nemacheilus petrubanarescui,,N,FISHES,NT,EN,2010,2011
Nemacheilus troglocataractus,,N,FISHES,VU,CR,2010,2011
Neotrygon leylandi,Painted Maskray,N,FISHES,NT,LC,2010,2011
Oreoglanis siamensis,,N,FISHES,VU,EN,2010,2011
Percarina demidoffii,,N,FISHES,VU,NT,2010,2011
Probarbus labeamajor,Thicklipped Barb,N,FISHES,DD,EN,2010,2011
Proeutropiichthys taakree,Indian Taakree,N,FISHES,DD,LC,2010,2011
Pseudosphromenus dayi,,N,FISHES,NT,VU,2010,2011
Puntius denisonii,Red Line Torpedo Barb,N,FISHES,VU,EN,2010,2011
Scomberomorus concolor,Monterrey Spanish Mackerel,N,FISHES,EN,VU,2010,2011
Squalus raoulensis,Kermadec Spiny Dogfish,N,FISHES,DD,LC,2010,2011
Tenualosa thibaudeaui,Mekong Herring,N,FISHES,EN,VU,2010,2011
Thunnus alalunga,Albacore Tuna,N,FISHES,DD,NT,2010,2011
Thunnus albacares,Yellowfin Tuna,G,FISHES,LR/lc,NT,2010,2011
Thunnus thynnus,Atlantic Bluefin Tuna,N,FISHES,DD,EN,2010,2011
Yasuhikotakia sidthimunki,Dwarf Clown Loach,N,FISHES,CR,EN,2010,2011
Xiphias gladius,Swordfish,N,FISHES,DD,LC,2010,2011
Aloeides egerides,Red Hill Copper,N,BUTTERFLIES,VU,LC,2010,2011
Aloeides nollothi,Nolloth's Copper,N,BUTTERFLIES,VU,LC,2010,2011
Aloeides nubilus,Cloud Copper,N,BUTTERFLIES,VU,EN,2010,2011
Lepidochrysops badhami,Badham's Blue,N,BUTTERFLIES,VU,LC,2010,2011
Lepidochrysops penningtoni,Pennington<d5>s Blue,N,BUTTERFLIES,VU,DD,2010,2011
Lepidochrysops quickelbergei,Quickelberge<d5>s Blue,N,BUTTERFLIES,VU,LC,2010,2011
Parantica hypowattan,,N,BUTTERFLIES,VU,LC,2010,2011
Oligoaeschna niisatoi,,N,ODONATA,DD,VU,2010,2011
Orthetrum rubens,Elusive Skimmer,N,ODONATA,DD,CR(PE),2010,2011
Rhinagrion hainanense,,N,ODONATA,VU,LC,2010,2011
Sympetrum dilatatum,St. Helena Darter,N,ODONATA,EX,DD,2010,2011
Mortonagrion hirosei,Four-spot Midget,N,ODONATA,VU,NT,2010,2011
Acicula hausdorfi,,N,MOLLUSCS,DD,NT,2010,2011
Actinella actinophora,,N,MOLLUSCS,LR/nt,VU,2010,2011
Actinella anaglyptica,,G,MOLLUSCS,VU,NT,2010,2011
Actinella carinofausta,,N,MOLLUSCS,VU,EN,2010,2011
Actinella fausta,,N,MOLLUSCS,LR/nt,LC,2010,2011
Actinella laciniosa,,N,MOLLUSCS,DD,VU,2010,2011
Actinella obserata,,N,MOLLUSCS,LR/nt,CR,2010,2011
Actinella robusta,,N,MOLLUSCS,LR/nt,DD,2010,2011
Alasmidonta heterodon,Dwarf Wedgemussel,N,MOLLUSCS,EN,VU,2010,2011
Allognathus graellsianus,,N,MOLLUSCS,LR/nt,LC,2010,2011
Arcidens wheeleri,Wheeler's Pearly Mussel,N,MOLLUSCS,CR,EN,2010,2011
Atenia quadrasi,,N,MOLLUSCS,LR/nt,LC,2010,2011
Austroassiminea letha,Cape Leeuwin Snail,N,MOLLUSCS,VU,EN,2010,2011
Austropyrgus grampianensis,,N,MOLLUSCS,CR,NT,2010,2011
Beddomeia minima,,N,MOLLUSCS,EN,VU,2010,2011
Beddomeia trochiformis,,N,MOLLUSCS,VU,LC,2010,2011
Beddomeia tumida,,N,MOLLUSCS,EX,CR(PE),2010,2011
Belgrandia marginata,,N,MOLLUSCS,LC,DD,2010,2011
Bythinella badensis,,N,MOLLUSCS,VU,NT,2010,2011
Bythinella bavarica,,N,MOLLUSCS,VU,EN,2010,2011
Bythinella compressa,,N,MOLLUSCS,VU,DD,2010,2011
Bythinella dunkeri,,N,MOLLUSCS,VU,DD,2010,2011
Bythinella pannonica,,N,MOLLUSCS,VU,LC,2010,2011
Bythiospeum alpinum,,N,MOLLUSCS,DD,NT,2010,2011
Bythiospeum quenstedti,,N,MOLLUSCS,VU,LC,2010,2011
Bythiospeum reisalpense,,N,MOLLUSCS,EN,VU,2010,2011
Bythiospeum sandbergeri,,N,MOLLUSCS,VU,DD,2010,2011
Canariella leprosa,,N,MOLLUSCS,LR/cd,VU,2010,2011
Canariella pthonera,,G,MOLLUSCS,LR/cd,VU,2010,2011
Candidula setubalensis,,G,MOLLUSCS,VU,EN,2010,2011
Caseolus abjectus,,N,MOLLUSCS,LR/nt,LC,2010,2011
Caseolus calvus,,G,MOLLUSCS,VU,EN,2010,2011
Caseolus commixtus,,N,MOLLUSCS,VU,LC,2010,2011
Caseolus consors,,N,MOLLUSCS,LR/nt,LC,2010,2011
Caseolus hartungi,,N,MOLLUSCS,LR/nt,LC,2010,2011
Caseolus leptostictus,,N,MOLLUSCS,LR/cd,VU,2010,2011
Chilostoma ziegleri,,N,MOLLUSCS,DD,NT,2010,2011
Cochlostoma obscurum,,N,MOLLUSCS,LC,NT,2010,2011
Codringtonia codringtonii,Rock Snail,N,MOLLUSCS,DD,EN,2010,2011
Cornu mazzullii,,G,MOLLUSCS,VU,EN,2010,2011
Craspedopoma lyonnetianum,,N,MOLLUSCS,LR/cd,VU,2010,2011
Craspedopoma trochoideum,,N,MOLLUSCS,LR/cd,LC,2010,2011
Cryptosaccus asturiensis,,N,MOLLUSCS,LR/nt,VU,2010,2011
Cylindrus obtusus,,N,MOLLUSCS,LR/nt,LC,2010,2011
Discula bulverii,,N,MOLLUSCS,EN,CR,2010,2011
Discula cheiranthicola,,N,MOLLUSCS,VU,NT,2010,2011
Discula tabellata,Madeiran Land Snail,N,MOLLUSCS,EN,CR,2010,2011
Discula tectiformis,,N,MOLLUSCS,VU,EN,2010,2011
Discus guerinianus,Madeiran Land Snail,G,MOLLUSCS,EN,CR,2010,2011
Elimia albanyensis,Black-crest Elimia,N,MOLLUSCS,VU,LC,2010,2011
Elimia cahawbensis,Cahaba Elimia,N,MOLLUSCS,DD,LC,2010,2011
Elimia fascinans,Banded Elimia,N,MOLLUSCS,VU,LC,2010,2011
Elimia troostiana,Mossy Elimia,N,MOLLUSCS,VU,CR(PE),2010,2011
Elliptio angustata,Carolina Lance,N,MOLLUSCS,LR/nt,LC,2010,2011
Elliptio downiei,Satilla Elephantear,N,MOLLUSCS,LR/nt,LC,2010,2011
Elliptio folliculata,Pod Lance,N,MOLLUSCS,LR/nt,LC,2010,2011
Elliptio hopetonensis,Altamaha Slabshell,N,MOLLUSCS,LR/nt,LC,2010,2011
Elliptio producta,Atlantic Spike,N,MOLLUSCS,LR/nt,LC,2010,2011
Fagotia esperi,,N,MOLLUSCS,DD,LC,2010,2011
Falkneria camerani,,N,MOLLUSCS,CR,VU,2010,2011
