Class,species,no_categories_changed,up_down,due_to_conservation,category_at_start,category_at_end,first_year,second_year
Aves,Chloropsis cyanopogon,1,u,,LC,NT,1994,2000
Aves,Cleptornis marchei,2,u,,VU,CR,2000,2004
Aves,Columba eversmanni,1,u,,NT,VU,1988,1994
Aves,Columba trocaz,1,d,y,VU,NT,1988,1994
Aves,Copsychus sechellarum,1,d,y,CR,EN,2000,2004
Aves,Coracias garrulus,1,u,,LC,NT,1994,2000
Aves,Coracina newtoni,1,u,,EN,CR,2000,2004
Aves,Corvus hawaiiensis,1,u,,CR,EW,2000,2004
Aves,Corvus kubaryi,1,u,,EN,CR,1994,2000
Aves,Crax blumenbachii,1,d,y,CR,EN,1994,2000
Aves,Cuculus vagans,1,u,,LC,NT,1994,2000
Aves,Cyanopsitta spixii,1,u,,CR,CR(PEW),2000,2004
Aves,Cyanoramphus cookii,1,d,y,CR,EN,1994,2000
Aves,Cyanoramphus malherbi,1,u,,EN,CR,1994,2000
Aves,Cyornis caerulatus,1,u,,NT,VU,1994,2000
Aves,Dasyornis longirostris,1,d,y,EN,VU,1994,2000
Aves,Dendroica kirtlandii,1,d,y,VU,NT,1988,1994
Aves,Dinopium rafflesii,1,u,,LC,NT,1994,2000
Aves,Diomedea dabbenena,1,u,,EN,CR,1988,1994
Aves,Ducula finschii,1,u,,LC,NT,1994,2000
Aves,Ducula galeata,1,d,y,CR,EN,2000,2004
Aves,Ducula rubricera,1,u,,LC,NT,1994,2000
Aves,Ducula whartoni,2,d,y,CR,VU,2000,2004
Aves,Ducula whartoni,2,u,,VU,CR,1994,2000
Aves,Emberiza aureola,1,u,,NT,VU,1994,2000
Aves,Emberiza jankowskii,1,,,VU,,2000,2004
Aves,Enicurus ruficapillus,1,u,,LC,NT,1994,2000
Aves,Eupetes macrocerus,1,u,,LC,NT,1994,2000
Aves,Eurylaimus ochromalus,1,u,,LC,NT,1994,2000
Aves,Eurynorhynchus pygmeus,1,u,,EN,CR,2004,2008
Aves,Eurynorhynchus pygmeus,1,u,,VU,EN,1994,2000
Aves,Eurystomus azureus,1,u,,LC,NT,1994,2000
Aves,Falco cherrug,1,u,,VU,EN,2000,2004
Aves,Falco cherrug,1,u,,NT,VU,1994,2000
Aves,Falco punctatus,1,d,y,CR,EN,1988,1994
Aves,Falco punctatus,1,d,y,EN,VU,1994,2000
Aves,Ficedula dumetoria,1,u,,LC,NT,1994,2000
Aves,Forpus xanthops,1,u,,NT,VU,1988,1994
Aves,Foudia flavicans,1,d,y,EN,VU,1988,1994
Aves,Foudia rubra,1,d,y,CR,EN,1994,2000
Aves,Foudia sechellarum,1,d,y,VU,NT,2004,2008
Aves,Francolinus camerunensis,1,u,,VU,EN,1994,2000
Aves,Francolinus ochropectus,1,u,,EN,CR,1988,1994
Aves,Gallicolumba hoedtii,1,u,,VU,EN,1994,2000
Aves,Gorsachius goisagi,1,u,,VU,EN,1988,1994
Aves,Grantiella picta,1,,,NT,VU,2004,2008
Aves,Grus monacha,1,u,,NT,VU,1994,2000
Aves,Gymnogyps californianus,1,d,y,EW,CR,1988,1994
Aves,Gyps bengalensis,3,u,,NT,CR,1994,2000
Aves,Gyps indicus,3,u,,NT,CR,1994,2000
Aves,Gyps tenuirostris,3,u,,NT,CR,1994,2000
Aves,Haliaeetus albicilla,1,d,y,NT,LC,1994,2000
Aves,Hapalopsittaca pyrrhops,1,u,,NT,VU,1988,1994
Aves,Harpactes diardii,1,u,,LC,NT,1994,2000
Aves,Harpactes duvaucelii,1,u,,LC,NT,1994,2000
Aves,Harpactes kasumba,1,u,,LC,NT,1994,2000
Aves,Harpactes orrhophaeus,1,u,,LC,NT,1994,2000
Aves,Hemignathus lucidus,1,u,,CR,CR(PE),1994,2000
Aves,Heteromirafra sidamoensis,1,,,EN,CR,2004,2008
Aves,Houbaropsis bengalensis,1,u,,EN,CR,2004,2008
Aves,Icterus oberi,2,u,,VU,CR,1994,2000
Aves,Iole olivacea,1,u,,LC,NT,1994,2000
Aves,Ixos malaccensis,1,u,,LC,NT,1994,2000
Aves,Kenopia striata,1,u,,LC,NT,1994,2000
Aves,Larus bulleri,1,u,,VU,EN,1988,1994
Aves,Larus relictus,1,u,,NT,VU,1994,2000
Aves,Lathamus discolor,1,u,,VU,EN,1988,1994
Aves,Lepidopyga lilliae,1,u,,EN,CR,1988,1994
Aves,Limosa limosa,1,u,,LC,NT,2000,2004
Aves,Loxioides bailleui,1,,,EN,CR,2004,2008
Aves,Loxops caeruleirostris,1,u,,EN,CR,2004,2008
Aves,Macronous ptilosus,1,u,,LC,NT,1994,2000
Aves,Malacocincla malaccensis,1,u,,LC,NT,1994,2000
Aves,Malacopteron affine,1,u,,LC,NT,1994,2000
Aves,Malacopteron magnum,1,u,,LC,NT,1994,2000
Aves,Megalaima henricii,1,u,,LC,NT,1994,2000
Aves,Megalaima mystacophanos,1,u,,LC,NT,1994,2000
Aves,Megalurulus grosvenori,1,u,,NT,VU,1994,2000
Aves,Megapodius pritchardii,1,d,y,CR,EN,2000,2004
Aves,Meiglyptes tukki,1,u,,LC,NT,1994,2000
Aves,Melamprosops phaeosoma,1,u,,CR,CR(PE),2004,2008
Aves,Melanoperdix niger,1,u,,NT,VU,1994,2000
Aves,Melidectes whitemanensis,1,u,,LC,NT,1994,2000
Aves,Menura alberti,1,,y,VU,NT,2004,2008
Aves,Metallura iracunda,1,u,,VU,EN,2000,2004
Aves,Milvus milvus,1,u,,LC,NT,1994,2000
Aves,Mimus trifasciatus,1,u,,EN,CR,2004,2008
Aves,Mitu mitu,1,u,,CR,EW,1988,1994
Aves,Mohoua ochrocephala,1,u,,VU,EN,1994,2000
Aves,Myadestes lanaiensis,1,u,,CR,CR(PE),1988,1994
Aves,Myadestes myadestinus,1,u,,CR,EX,1988,1994
Aves,Myiagra albiventris,2,u,,LC,VU,1988,1994
Aves,Myophonus robinsoni,2,d,n,VU,LC,2000,2004
Aves,Myophonus robinsoni,2,u,,LC,VU,1994,2000
Aves,Neophema chrysogaster,1,u,,EN,CR,1988,1994
Aves,Neophron percnopterus,3,u,,LC,EN,2000,2004
Aves,Neotis denhami,1,u,,LC,NT,1994,2000
Aves,Nesoclopeus woodfordi,1,d,n,VU,NT,2000,2004
Aves,Nesoenas mayeri,1,d,y,CR,EN,1988,1994
Aves,Ninox natalis,2,d,y,CR,VU,2000,2004
Aves,Ninox natalis,2,u,,VU,CR,1994,2000
Aves,Ninox odiosa,1,u,,NT,VU,1994,2000
Aves,Nipponia nippon,1,d,y,CR,EN,1994,2000
Aves,Numenius arquata,1,u,,LC,NT,1994,2000
Aves,Ognorhynchus icterotis,1,d,y,CR,EN,2000,2004
Aves,Oriolus xanthonotus,1,u,,LC,NT,1994,2000
Aves,Otus rufescens,1,u,,LC,NT,1994,2000
Aves,Oxyura leucocephala,1,u,,VU,EN,1994,2000
Aves,Padda oryzivora,1,u,,NT,VU,1988,1994
Aves,Palmeria dolei,2,u,,VU,CR,2000,2004
Aves,Papasula abbotti,1,d,y,CR,EN,2000,2004
Aves,Papasula abbotti,1,u,,EN,CR,1994,2000
Aves,Paroreomyza maculata,1,u,,CR,CR(PE),1988,1994
Aves,Paroreomyza montana,1,u,,VU,EN,2000,2004
Aves,Patagioenas inornata,1,d,n,VU,NT,1994,2000
Aves,Pauxi pauxi,1,u,,VU,EN,2004,2008
Aves,Pelecanus crispus,1,u,,NT,VU,2000,2004
Aves,Pelecanus crispus,1,d,y,VU,NT,1994,2000
Aves,Penelope jacucaca,1,u,,NT,VU,2000,2004
Aves,Penelope ortoni,1,u,,VU,EN,2000,2004
Aves,Pericrocotus igneus,1,u,,LC,NT,1994,2000
Aves,Phaenicophaeus diardi,1,u,,LC,NT,1994,2000
Aves,Phaenicophaeus sumatranus,1,u,,LC,NT,1994,2000
Aves,Phalacrocorax bougainvillii,1,u,,LC,NT,1994,2000
Aves,Phalacrocorax featherstoni,1,u,,VU,EN,2000,2004
Aves,Phalacrocorax neglectus,1,u,,VU,EN,1994,2000
Aves,Philentoma velata,1,u,,LC,NT,1994,2000
Aves,Phoebastria irrorata,2,u,,VU,CR,2000,2004
Aves,Phoebastria nigripes,1,u,,VU,EN,2000,2004
Aves,Phoebastria nigripes,2,u,,LC,VU,1994,2000
Aves,Phoebetria fusca,1,u,,VU,EN,2000,2004
Aves,Phoenicoparrus jamesi,1,d,y,VU,NT,1994,2000
Aves,Phoenicopterus chilensis,1,u,,LC,NT,1988,1994
Aves,Picumnus fuscus,1,u,,LC,NT,1994,2000
Aves,Pipile jacutinga,1,u,,VU,EN,1994,2000
Aves,Pitta baudii,1,u,,NT,VU,1994,2000
Aves,Pitta granatina,1,u,,LC,NT,1994,2000
Aves,Platalea minor,1,d,y,CR,EN,1994,2000
Aves,Platylophus galericulatus,1,u,,LC,NT,1994,2000
Aves,Podiceps gallardoi,1,,,VU,EN,2004,2008
Aves,Podiceps gallardoi,1,,,NT,VU,2000,2004
Aves,Polysticta stelleri,1,u,,NT,VU,2000,2004
Aves,Pomarea dimidiata,1,d,y,CR,EN,1988,1994
Aves,Pomarea whitneyi,2,u,,VU,CR,1994,2000
Aves,Prinia cinereocapilla,1,u,,NT,VU,1994,2000
Aves,Prionochilus thoracicus,1,u,,LC,NT,1994,2000
Aves,Procnias nudicollis,1,u,,NT,VU,2000,2004
Aves,Pseudibis davisoni,1,u,,EN,CR,1994,2000
Aves,Pseudonestor xanthophrys,2,u,,VU,CR,2000,2004
Aves,Psittacula eques,1,d,y,CR,EN,2000,2004
Aves,Psittacula longicauda,1,u,,LC,NT,1994,2000
Aves,Psittirostra psittacea,1,u,,CR,CR(PE),1988,1994
Aves,Pterodroma alba,1,u,,VU,EN,2000,2004
Aves,Pterodroma axillaris,1,,y,CR,EN,2004,2008
Aves,Pterodroma baraui,1,u,,EN,CR,1988,1994
Aves,Pterodroma baraui,1,d,y,CR,EN,1994,2000
Aves,Pterodroma cookii,1,,y,EN,VU,2004,2008
Aves,Ptilinopus jambu,1,u,,LC,NT,1994,2000
Aves,Ptilinopus roseicapilla,2,u,,NT,EN,2000,2004
Aves,Ptilocichla leucogrammica,1,u,,NT,VU,1994,2000
Aves,Puffinus mauretanicus,1,u,,EN,CR,2000,2004
Aves,Puffinus mauretanicus,1,u,,VU,EN,1994,2000
Aves,Puffinus opisthomelas,1,d,y,VU,NT,2000,2004
Aves,Pycnonotus cyaniventris,1,u,,LC,NT,1994,2000
Aves,Pycnonotus eutilotus,1,u,,LC,NT,1994,2000
Aves,Pycnonotus melanoleucos,1,u,,LC,NT,1994,2000
Aves,Pycnonotus squamatus,1,u,,LC,NT,1994,2000
Aves,Pycnonotus taivanus,1,u,,NT,VU,1994,2000
Aves,Pycnonotus xantholaemus,1,u,,NT,VU,1994,2000
Aves,Reinwardtoena browni,1,u,,LC,NT,1994,2000
Aves,Reinwardtoena crassirostris,1,u,,LC,NT,1988,1994
Aves,Rhinomyias umbratilis,1,u,,LC,NT,1994,2000
Aves,Rhizothera longirostris,1,u,,LC,NT,1994,2000
Aves,Rollandia microptera,3,u,,LC,EN,2000,2004
Aves,Rollulus rouloul,1,u,,LC,NT,1994,2000
Aves,Rynchops flavirostris,1,u,,LC,NT,1988,1994
Aves,Sarcogyps calvus,3,u,,NT,CR,2000,2004
Aves,Schizoeaca perijana,1,u,,VU,EN,2000,2004
Aves,Serinus syriacus,1,u,,NT,VU,1994,2000
Aves,Setornis criniger,1,u,,NT,VU,1994,2000
Aves,Sitta krueperi,1,u,,LC,NT,2004,2008
Aves,,2,,,,,2004,2008
Aves,,1,,,,,2004,2008
Aves,Spheniscus humboldti,1,u,,NT,VU,1994,2000
Aves,Spizocorys fringillaris,1,u,,VU,EN,1994,2000
Aves,Stachyris leucotis,1,u,,LC,NT,1994,2000
Aves,Stachyris maculata,1,u,,LC,NT,1994,2000
Aves,Stachyris nigricollis,1,u,,LC,NT,1994,2000
Aves,Sterna albostriata,1,u,,VU,EN,1988,1994
Aves,Sterna nereis,1,u,,NT,VU,2004,2008
Aves,Stipiturus mallee,1,u,,VU,EN,2004,2008
Aves,,1,,,,,2004,2008
Aves,Sturnus melanopterus,1,u,,VU,EN,1988,1994
Aves,Suiriri islerorum,1,,,LC,NT,2004,2008
Aves,Sylvia undata,1,u,,LC,NT,2000,2004
Aves,Synallaxis fuscorufa,1,u,,NT,VU,2000,2004
Aves,Sypheotides indicus,1,d,n,CR,EN,1988,1994
Aves,Tachybaptus rufolavatus,1,u,,CR,EX,1988,1994
Aves,Tetrao mlokosiewiczi,1,u,,LC,NT,2004,2008
Aves,Thalassarche melanophrys,2,u,,NT,EN,1994,2000
Aves,Todiramphus funebris,1,u,,NT,VU,1994,2000
Aves,Todiramphus godeffroyi,1,,,EN,CR,1994,2000
Aves,Torgos tracheliotos,1,u,,NT,VU,1988,1994
Aves,Toxostoma guttatum,2,u,,VU,CR,1988,1994
Aves,Treron capellei,1,u,,NT,VU,1994,2000
Aves,Treron floris,1,u,,NT,VU,1994,2000
Aves,Treron psittaceus,1,u,,VU,EN,1994,2000
Aves,Trichixos pyrropygus,1,u,,LC,NT,1994,2000
Aves,Turdinus atrigularis,1,u,,LC,NT,1994,2000
Aves,Turdus lherminieri,1,u,,NT,VU,1994,2000
Aves,Tympanuchus cupido,1,u,,NT,VU,1988,1994
Aves,Tyto aurantia,1,u,,NT,VU,1994,2000
Aves,Vanellus gregarius,1,u,,EN,CR,2000,2004
Aves,Vermivora bachmanii,1,u,,CR,CR(PE),1988,1994
Aves,Xenoperdix udzungwensis,1,u,,VU,EN,2000,2004
Aves,Zavattariornis stresemanni,1,u,,VU,EN,1994,2000
Aves,Zoothera dohertyi,1,u,,LC,NT,1994,2000
Aves,Zosterops conspicillatus,3,u,,LC,EN,2000,2004
Aves,Zosterops natalis,2,d,y,CR,VU,2000,2004
Aves,Zosterops natalis,2,u,,VU,CR,1994,2000
Mammalia,Abrothrix sanborni,1,u,,LC,NT,1996,2008
Mammalia,Acerodon leucotis,1,u,,NT,VU,1996,2008
Mammalia,Addax nasomaculatus,1,u,,EN,CR,1996,2008
Mammalia,Allactaga vinogradovi,1,u,,LC,NT,1996,2008
Mammalia,Amorphochilus schnablii,1,u,,VU,EN,1996,2008
Mammalia,Anoura cultrata,1,u,,LC,NT,1996,2008
Mammalia,Aonyx cinerea,1,u,,NT,VU,1996,2008
Mammalia,Arborimus longicaudus,1,u,,LC,NT,1996,2008
Mammalia,Arctictis binturong,1,u,,NT,VU,1996,2008
Mammalia,Arctocephalus galapagoensis,1,u,,VU,EN,1996,2008
Mammalia,Arctonyx collaris,1,u,,LC,NT,1996,2008
Mammalia,Arvicola sapidus,1,u,,NT,VU,1996,2008
Mammalia,Axis kuhlii,1,u,,EN,CR,1996,2008
Mammalia,Balaenoptera musculus,1,d,y,CR,EN,1996,2008
Mammalia,Balantiopteryx io,1,u,,NT,VU,1996,2008
Mammalia,Bettongia gaimardi,1,u,,LC,NT,1996,2008
Mammalia,Bettongia lesueur,2,d,y,EN,NT,1996,2008
Mammalia,Bettongia penicillata,3,u,,NT,CR,1996,2008
Mammalia,Bison bonasus,1,d,y,EN,VU,1996,2008
Mammalia,Bubalus mindorensis,1,u,,EN,CR,1996,2008
Mammalia,Burramys parvus,1,u,,EN,CR,1996,2008
Mammalia,Caenolestes caniventer,1,u,,LC,NT,1996,2008
Mammalia,Camelus ferus,1,u,,EN,CR,1996,2008
Mammalia,Capra aegagrus,1,u,,NT,VU,1996,2008
Mammalia,Capra caucasica,1,u,,VU,EN,1996,2008
Mammalia,Capra pyrenaica,1,d,y,NT,LC,1996,2008
Mammalia,Capra walie,1,d,y,CR,EN,1996,2008
Mammalia,Caracal aurata,1,u,,LC,NT,1996,2008
Mammalia,Cephalophus adersi,1,u,,EN,CR,1996,2008
Mammalia,Cephalophus spadix,1,u,,VU,EN,1996,2008
Mammalia,Chalinolobus tuberculatus,1,u,,NT,VU,1996,2008
Mammalia,Chinchilla lanigera,1,u,,EN,CR,1996,2008
Mammalia,Coelops robinsoni,1,u,,NT,VU,1996,2008
Mammalia,Crocidura buettikoferi,1,u,,LC,NT,1996,2008
Mammalia,Crocidura nicobarica,1,u,,EN,CR,1996,2008
Mammalia,Dasyurus geoffroii,1,d,y,VU,NT,1996,2008
Mammalia,Dasyurus hallucatus,2,u,,NT,EN,1996,2008
Mammalia,Dasyurus viverrinus,1,u,,LC,NT,1996,2008
Mammalia,Dendrolagus inustus,1,u,,NT,VU,1996,2008
Mammalia,Dendrolagus lumholtzi,1,d,y,NT,LC,1996,2008
Mammalia,Dendrolagus scottae,1,u,,EN,CR,1996,2008
Mammalia,Dendrolagus stellarum,1,u,,NT,VU,1996,2008
Mammalia,Dendromus kahuziensis,2,u,,VU,CR,1996,2008
Mammalia,Dinomys branickii,1,u,,NT,VU,1996,2008
Mammalia,Dipodomys nitratoides,1,u,,NT,VU,1996,2008
Mammalia,Dorcopsis luctuosa,1,u,,NT,VU,1996,2008
Mammalia,Eidolon helvum,1,u,,LC,NT,1996,2008
Mammalia,Enhydra lutris,2,u,,NT,EN,1996,2008
Mammalia,Equus ferus,1,d,y,EW,CR,1996,2008
Mammalia,Equus hemionus,2,u,,NT,EN,1996,2008
Mammalia,Falsistrellus mackenziei,1,u,,LC,NT,1996,2008
Mammalia,Felis margarita,1,u,,LC,NT,1996,2008
Mammalia,Gazella dorcas,1,u,,NT,VU,1996,2008
Mammalia,Gazella spekei,1,u,,VU,EN,1996,2008
Mammalia,Gazella subgutturosa,1,u,,NT,VU,1996,2008
Mammalia,Gerbillus hesperinus,1,u,,VU,EN,1996,2008
Mammalia,Gorilla gorilla,1,u,,EN,CR,1996,2008
Mammalia,Harpyionycteris celebensis,1,u,,NT,VU,1996,2008
Mammalia,Hemigalus derbyanus,1,u,,NT,VU,1996,2008
Mammalia,Hesperoptenus tomesi,2,u,,LC,VU,1996,2008
Mammalia,Hipposideros doriae,1,u,,LC,NT,1996,2008
Mammalia,Hydropotes inermis,1,u,,NT,VU,1996,2008
Mammalia,Hylobates agilis,1,u,,VU,EN,1996,2008
Mammalia,Hylobates albibarbis,1,u,,VU,EN,1996,2008
Mammalia,Hylobates klossii,1,u,,VU,EN,1996,2008
Mammalia,Hylobates lar,1,u,,VU,EN,1996,2008
Mammalia,Hylobates muelleri,1,u,,VU,EN,1996,2008
Mammalia,Kerivoula pellucida,1,u,,LC,NT,1996,2008
Mammalia,Kobus megaceros,1,u,,VU,EN,1996,2008
Mammalia,Leontopithecus rosalia,1,d,y,CR,EN,1996,2008
Mammalia,Leporillus conditor,1,d,y,EN,VU,1996,2008
Mammalia,Lipotes vexillifer,1,u,,CR,CR(PE),1996,2008
Mammalia,Lonchorhina orinocensis,1,u,,NT,VU,1996,2008
Mammalia,Lontra provocax,1,u,,VU,EN,1996,2008
Mammalia,Lutra sumatrana,1,u,,VU,EN,1996,2008
Mammalia,Lutrogale perspicillata,1,u,,NT,VU,1996,2008
Mammalia,Lynx pardinus,1,u,,EN,CR,1996,2008
Mammalia,Macaca hecki,1,u,,NT,VU,1996,2008
Mammalia,Macaca nigra,1,u,,EN,CR,1996,2008
Mammalia,Macaca ochreata,1,u,,NT,VU,1996,2008
Mammalia,Macaca pagensis,1,u,,EN,CR,1996,2008
Mammalia,Macaca tonkeana,1,u,,NT,VU,1996,2008
Mammalia,Macropus irma,1,d,y,NT,LC,1996,2008
Mammalia,Manis crassicaudata,1,u,,LC,NT,1996,2008
Mammalia,Manis culionensis,1,u,,LC,NT,1996,2008
Mammalia,Manis javanica,1,u,,VU,EN,1996,2008
Mammalia,Manis pentadactyla,1,u,,VU,EN,1996,2008
Mammalia,Marmota vancouverensis,1,u,,EN,CR,1996,2008
Mammalia,Megaptera novaeangliae,2,d,y,VU,LC,1996,2008
Mammalia,Monachus schauinslandi,1,u,,EN,CR,1996,2008
Mammalia,Murina aenea,1,u,,NT,VU,1996,2008
Mammalia,Murina rozendaali,1,u,,NT,VU,1996,2008
Mammalia,Mustela altaica,1,u,,LC,NT,1996,2008
Mammalia,Mustela nigripes,2,d,,EW,EN,1996,2008
Mammalia,Myotis emarginatus,1,d,y,NT,LC,1996,2008
Mammalia,Myotis grisescens,1,d,y,VU,NT,1996,2008
Mammalia,Myrmecobius fasciatus,1,u,,VU,EN,1996,2008
Mammalia,Mysateles meridionalis,1,u,,EN,CR,1996,2008
Mammalia,Nanger dama,1,u,,EN,CR,1996,2008
Mammalia,Nasalis larvatus,1,u,,VU,EN,1996,2008
Mammalia,Neophoca cinerea,1,u,,VU,EN,1996,2008
Mammalia,Neotoma palatina,1,u,,NT,VU,1996,2008
Mammalia,Nomascus concolor,1,u,,EN,CR,1996,2008
Mammalia,Nomascus gabriellae,1,u,,VU,EN,1996,2008
Mammalia,Nomascus leucogenys,1,u,,EN,CR,1996,2008
Mammalia,Nycteris tragata,1,u,,LC,NT,1996,2008
Mammalia,Nycticebus bengalensis,1,u,,NT,VU,1996,2008
Mammalia,Nycticebus coucang,1,u,,NT,VU,1996,2008
Mammalia,Nycticebus javanicus,2,u,,NT,EN,1996,2008
Mammalia,Nycticebus menagensis,1,u,,NT,VU,1996,2008
Mammalia,Ochotona iliensis,1,u,,VU,EN,1996,2008
Mammalia,Oryx dammah,1,u,,CR,EW,1996,2008
Mammalia,Otocolobus manul,1,u,,LC,NT,1996,2008
Mammalia,Panthera pardus,1,u,,LC,NT,1996,2008
Mammalia,Pantholops hodgsonii,1,u,,VU,EN,1996,2008
Mammalia,Pappogeomys alcorni,1,u,,EN,CR,1996,2008
Mammalia,Pardofelis badia,1,u,,VU,EN,1996,2008
Mammalia,Peroryctes broadbenti,1,u,,VU,EN,1996,2008
Mammalia,Phalanger lullulae,3,u,,LC,EN,1996,2008
Mammalia,Phalanger matanim,1,u,,CR,CR(PE),1996,2008
Mammalia,Phocarctos hookeri,1,u,,NT,VU,1996,2008
Mammalia,Phoniscus atrox,1,u,,LC,NT,1996,2008
Mammalia,Pipistrellus murrayi,1,u,,EN,CR,1996,2008
Mammalia,Platyrrhinus chocoensis,1,u,,VU,EN,1996,2008
Mammalia,Presbytis melalophos,1,u,,VU,EN,1996,2008
Mammalia,Presbytis potenziani,1,u,,VU,EN,1996,2008
Mammalia,Presbytis siamensis,1,u,,LC,NT,1996,2008
Mammalia,Presbytis thomasi,1,u,,NT,VU,1996,2008
Mammalia,Prionailurus planiceps,1,u,,VU,EN,1996,2008
Mammalia,Prionailurus viverrinus,1,u,,VU,EN,1996,2008
Mammalia,Procapra picticaudata,1,u,,LC,NT,1996,2008
Mammalia,Procyon pygmaeus,1,u,,EN,CR,1996,2008
Mammalia,Pseudantechinus bilarni,1,u,,LC,NT,1996,2008
Mammalia,Pseudochirops coronatus,1,u,,NT,VU,1996,2008
Mammalia,Pseudochirulus cinereus,1,d,y,NT,LC,1996,2008
Mammalia,Pseudochirulus herbertensis,1,d,y,NT,LC,1996,2008
Mammalia,Pseudomys fieldi,2,d,y,CR,VU,1996,2008
Mammalia,Pseudomys fumeus,1,u,,VU,EN,1996,2008
Mammalia,Pseudomys novaehollandiae,1,u,,NT,VU,1996,2008
Mammalia,Pseudoryx nghetinhensis,1,u,,EN,CR,1996,2008
Mammalia,Pteropus capistratus,1,u,,LC,NT,1996,2008
Mammalia,Pteropus lylei,1,u,,NT,VU,1996,2008
Mammalia,Pteropus melanopogon,1,u,,VU,EN,1996,2008
Mammalia,Pteropus melanotus,1,u,,NT,VU,1996,2008
Mammalia,Pteropus samoensis,1,d,y,VU,NT,1996,2008
Mammalia,Pteropus vampyrus,1,u,,LC,NT,1996,2008
Mammalia,Pteropus voeltzkowi,2,d,y,CR,VU,1996,2008
Mammalia,Pteropus woodfordi,1,u,,NT,VU,1996,2008
Mammalia,Pygathrix cinerea,1,u,,EN,CR,1996,2008
Mammalia,Ratufa bicolor,1,u,,LC,NT,1996,2008
Mammalia,Reithrodontomys spectabilis,1,u,,EN,CR,1996,2008
Mammalia,Rhinoceros unicornis,1,d,y,EN,VU,1996,2008
Mammalia,Rhinolophus sedulus,1,u,,LC,NT,1996,2008
Mammalia,Rhogeessa minutilla,1,u,,NT,VU,1996,2008
Mammalia,Rousettus bidens,1,u,,NT,VU,1996,2008
Mammalia,Rusa timorensis,1,u,,NT,VU,1996,2008
Mammalia,Saguinus leucopus,1,u,,VU,EN,1996,2008
Mammalia,Saiga tatarica,2,u,,VU,CR,1996,2008
Mammalia,Saimiri ustus,1,u,,LC,NT,1996,2008
Mammalia,Sarcophilus harrisii,3,u,,LC,EN,1996,2008
Mammalia,Semnopithecus hypoleucos,1,u,,NT,VU,1996,2008
Mammalia,Simias concolor,1,u,,EN,CR,1996,2008
Mammalia,Sminthopsis aitkeni,1,u,,EN,CR,1996,2008
Mammalia,Solomys ponceleti,1,u,,EN,CR,1996,2008
Mammalia,Solomys salebrosus,1,u,,VU,EN,1996,2008
Mammalia,Solomys sapientis,1,u,,VU,EN,1996,2008
Mammalia,Spermophilus suslicus,1,d,y,VU,NT,1996,2008
Mammalia,Spermophilus washingtoni,1,d,y,VU,NT,1996,2008
Mammalia,Spilocuscus kraemeri,1,u,,LC,NT,1996,2008
Mammalia,Spilocuscus rufoniger,1,u,,EN,CR,1996,2008
Mammalia,Spilocuscus wilsoni,1,u,,EN,CR,1996,2008
Mammalia,Spilogale pygmaea,1,u,,NT,VU,1996,2008
Mammalia,Sus barbatus,1,u,,NT,VU,1996,2008
Mammalia,Sus celebensis,1,u,,LC,NT,1996,2008
Mammalia,Symphalangus syndactylus,1,u,,VU,EN,1996,2008
Mammalia,Tadarida johorensis,1,u,,NT,VU,1996,2008
Mammalia,Tadarida mops,1,u,,LC,NT,1996,2008
Mammalia,Tapirus indicus,1,u,,VU,EN,1996,2008
Mammalia,Tapirus terrestris,1,u,,NT,VU,1996,2008
Mammalia,Tarsius bancanus,1,u,,NT,VU,1996,2008
Mammalia,Tayassu pecari,1,u,,LC,NT,1996,2008
Mammalia,Tokudaia muenninki,1,u,,EN,CR,1996,2008
Mammalia,Trachypithecus cristatus,1,u,,LC,NT,1996,2008
Mammalia,Trachypithecus obscurus,1,u,,LC,NT,1996,2008
Mammalia,Tragulus nigricans,1,u,,VU,EN,1996,2008
Mammalia,Uromys neobritannicus,1,u,,LC,NT,1996,2008
Mammalia,Uromys rex,1,u,,VU,EN,1996,2008
Mammalia,Ursus maritimus,2,u,,LC,VU,1996,2008
Mammalia,Vicugna vicugna,1,d,y,NT,LC,1996,2008
Mammalia,Viverra megaspila,1,u,,NT,VU,1996,2008
Mammalia,Viverra zibetha,1,u,,LC,NT,1996,2008
Mammalia,Vormela peregusna,1,u,,NT,VU,1996,2008
Mammalia,Zalophus wollebaeki,1,u,,VU,EN,1996,2008
Mammalia,Zyzomys maini,1,u,,LC,NT,1996,2008
Mammalia,Zyzomys pedunculatus,1,u,,CR,CR(PE),1996,2008
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
