"","Binomial","Common","Status","Trend","System","Taxon","combo","Delta_Status","Status_Impr","source_2019","source.count","source.freq","Threatened"
"923","Haliaeetus sanfordi","Sanford's Sea-eagle","VU","Decreasing","Marine,Freshwater,Terrestrial","Birds","5.3.3 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"924","Sarcogyps calvus","Red-headed Vulture","CR","Decreasing","Terrestrial","Birds","5.3.3 1.2",-4,"Declined","Timber",59,5.04273504273504,"Y"
"925","Circaetus cinereus","Brown Snake-eagle","LC","Decreasing","Terrestrial","Birds","5.3.3 1.2",0,"Unchanged","Timber",59,5.04273504273504,"N"
"926","Circaetus fasciolatus","Southern Banded Snake-eagle","NT","Decreasing","Terrestrial","Birds","5.3.3 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"927","Megatriorchis doriae","Doria's Goshawk","NT","Decreasing","Terrestrial","Birds","5.3.3 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"928","Harpia harpyja","Harpy Eagle","NT","Decreasing","Terrestrial","Birds","5.3.3 1.2",0,"Unchanged","Timber",59,5.04273504273504,"N"
"929","Harpyopsis novaeguineae","Papuan Eagle","VU","Decreasing","Terrestrial","Birds","5.3.3 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"930","Pithecophaga jefferyi","Philippine Eagle","CR","Decreasing","Terrestrial","Birds","5.3.3 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"931","Aquila rapax","Tawny Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","5.3.3 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"932","Aquila gurneyi","Gurney's Eagle","NT","Decreasing","Terrestrial","Birds","5.3.3 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"933","Gyps tenuirostris","Slender-billed Vulture","CR","Decreasing","Terrestrial","Birds","5.3.3 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"934","Buteo socotraensis","Socotra Buzzard","VU","Stable","Terrestrial","Birds","5.3.3 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"935","Circaetus beaudouini","Beaudouin's Snake-eagle","VU","Decreasing","Terrestrial","Birds","5.3.3 1.2",0,"Unchanged","Timber",59,5.04273504273504,"Y"
"936","Circaetus gallicus","Short-toed Snake-eagle","LC","Stable","Terrestrial","Birds","5.3.3 1.2",0,"Unchanged","Timber",59,5.04273504273504,"N"
"937","Varanus salvadorii","Crocodile Monitor","LC","U","Terrestrial","ReptAmph","5.3.3 1.1",0,"Unchanged","Timber",59,5.04273504273504,"N"
"938","Crocodylus intermedius","Orinoco Crocodile","CR","Decreasing","Freshwater,Terrestrial","ReptAmph","2.1.1 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"939","Python bivittatus","Burmese Python","VU","Decreasing","Terrestrial","ReptAmph","2.1.1 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"940","Nesasio solomonensis","Fearful Owl","VU","Decreasing","Terrestrial","Birds","2.1.1 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"941","Harpyopsis novaeguineae","Papuan Eagle","VU","Decreasing","Terrestrial","Birds","2.1.1 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"942","Balaena mysticetus","Bowhead Whale","LC","Increasing","Marine","MarineMam","9.6.3 ",1,"Improved","Pollution",42,3.58974358974359,"N"
"943","Erignathus barbatus","Bearded Seal","LC","U","Marine,Terrestrial","MarineMam","9.6.3 2.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"944","Eschrichtius robustus","Gray Whale","LC","Stable","Marine","MarineMam","9.6.3 2.1",1,"Improved","Development",68,5.81196581196581,"N"
"945","Feresa attenuata","Pygmy killer whale","LC","U","Marine","MarineMam","9.6.3 2.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"946","Grampus griseus","Risso's Dolphin","LC","U","Marine","MarineMam","9.6.3 2.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"947","Hyperoodon planifrons","Southern Bottlenose Whale","LC","U","Marine","MarineMam","9.6.3 2.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"948","Megaptera novaeangliae","Humpback Whale","LC","Increasing","Marine","MarineMam","9.6.3 2.1",2,"Improved","Development",68,5.81196581196581,"N"
"949","Peponocephala electra","Melon-headed Whale","LC","U","Marine","MarineMam","9.6.3 2.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"950","Pseudorca crassidens","False Kille Whale","NT","U",NA,"MarineMam","9.6.3 2.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"951","Ziphius cavirostris","Cuvier's Beaked Whale","LC","U","Marine","MarineMam","9.6.3 2.1",0,"Unchanged","Development",68,5.81196581196581,"N"
"952","Eubalaena glacialis","North Atlantic Right Whale","EN","Decreasing","Marine","MarineMam","9.6.3 ",0,"Unchanged","Pollution",42,3.58974358974359,"Y"
"953","Physeter macrocephalus","Sperm Whale","VU","U","Marine","MarineMam","9.6.3 2.1",0,"Unchanged","Development",68,5.81196581196581,"Y"
"954","Arctocephalus australis","South American Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","6.3 2.2",0,"Unchanged","Human Intrusion",16,1.36752136752137,"N"
"955","Crocodylus acutus","American Crocodile","VU","Increasing","Marine,Freshwater,Terrestrial","ReptAmph","1.3 1.1",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"956","Gavialis gangeticus","Gharial","CR","Increasing","Freshwater,Terrestrial","ReptAmph","6.3 2.2",-1,"Declined","Human Intrusion",16,1.36752136752137,"Y"
"957","Lutjanus cyanopterus","Cubera Snapper","VU","Decreasing","Marine","Bony","1.3 1.2",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"958","Neomonachus schauinslandi","Hawaiian Monk Seal","EN","Decreasing","Marine,Terrestrial","MarineMam","6.3 2.2",0,"Unchanged","Human Intrusion",16,1.36752136752137,"Y"
"959","Mycteroperca jordani","Gulf Grouper","EN","Decreasing","Marine","Bony","1.3 1.1",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"960","Odobenus rosmarus","Walrus","VU","U","Marine,Terrestrial","MarineMam","6.3 2.2",0,"Unchanged","Human Intrusion",16,1.36752136752137,"Y"
"961","Panthera onca","Jaguar","NT","Decreasing","Terrestrial","LandMam","6.3 2.2",0,"Unchanged","Human Intrusion",16,1.36752136752137,"N"
"962","Phoca vitulina","Harbor Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","6.3 2.2",0,"Unchanged","Human Intrusion",16,1.36752136752137,"N"
"963","Pteronura brasiliensis","Giant Otter","EN","Decreasing","Freshwater,Terrestrial","LandMam","1.3 1.1",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"964","Tomistoma schlegelii","False Gharial","VU","Decreasing","Freshwater,Terrestrial","ReptAmph","6.3 1.2",0,"Unchanged","Human Intrusion",16,1.36752136752137,"Y"
"965","Panthera uncia","Snow Leopard","VU","Decreasing","Terrestrial","LandMam","1.3 1.1",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"966","Pusa caspica","Caspian Seal","EN","U","Freshwater,Terrestrial","LandMam","6.3 1.2",0,"Unchanged","Human Intrusion",16,1.36752136752137,"Y"
"967","Argyrosomus hololepidotus","Madagascar Kob","EN","U","Marine","Bony","1.3 1.1",0,"Unchanged","Recreation",35,2.99145299145299,"Y"
"968","Strix nebulosa","Great Grey Owl","LC","Increasing","Freshwater,Terrestrial","Birds","1.3 2.2",0,"Unchanged","Recreation",35,2.99145299145299,"N"
"969","Haliaeetus vociferoides","Madagascar Fish-eagle","CR","Decreasing","Marine,Freshwater,Terrestrial","Birds","6.3 2.2",0,"Unchanged","Human Intrusion",16,1.36752136752137,"Y"
"970","Haliaeetus leucoryphus","Pallas's Fish-eagle","EN","Decreasing","Freshwater,Terrestrial","Birds","6.3 2.2",0,"Unchanged","Human Intrusion",16,1.36752136752137,"Y"
"971","Gyps fulvus","Griffon Vulture","LC","Increasing","Terrestrial","Birds","4.2 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"972","Torgos tracheliotos","Lappet-faced Vulture","EN","Decreasing","Terrestrial","Birds","4.2 2.1",-1,"Declined","Transportation",59,5.04273504273504,"Y"
"973","Torgos tracheliotos","Lappet-faced Vulture","EN","Decreasing","Terrestrial","Birds","6.3 2.2",-1,"Declined","Human Intrusion",16,1.36752136752137,"Y"
"974","Trigonoceps occipitalis","White-headed Vulture","CR","Decreasing","Terrestrial","Birds","6.3 2.2",-2,"Declined","Human Intrusion",16,1.36752136752137,"Y"
"975","Terathopius ecaudatus","Bateleur","NT","Decreasing","Terrestrial","Birds","6.3 1.2",0,"Unchanged","Human Intrusion",16,1.36752136752137,"N"
"976","Aquila nipalensis","Steppe Eagle","EN","Decreasing","Terrestrial","Birds","4.2 2.1",-3,"Declined","Transportation",59,5.04273504273504,"Y"
"977","Aquila adalberti","Spanish Imperial Eagle","VU","Increasing","Freshwater,Terrestrial","Birds","4.2 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"978","Aquila heliaca","Eastern Imperial Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","4.2 1.2",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"979","Aquila heliaca","Eastern Imperial Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","6.3 2.2",0,"Unchanged","Human Intrusion",16,1.36752136752137,"Y"
"980","Aquila chrysaetos","Golden Eagle","LC","Stable","Terrestrial","Birds","4.2 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"981","Polemaetus bellicosus","Martial Eagle","VU","Decreasing","Freshwater,Terrestrial","Birds","4.2 2.1",-1,"Declined","Transportation",59,5.04273504273504,"Y"
"982","Stephanoaetus coronatus","Crowned Eagle","NT","Decreasing","Freshwater,Terrestrial","Birds","4.2 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"983","Sagittarius serpentarius","Secretarybird","VU","Decreasing","Terrestrial","Birds","6.3 2.2",0,"Unchanged","Human Intrusion",16,1.36752136752137,"Y"
"984","Gymnogyps californianus","California Condor","CR","Increasing","Terrestrial","Birds","4.2 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"Y"
"985","Clanga hastata","Indian Spotted Eagle","VU","Decreasing","Terrestrial","Birds","6.3 2.2",0,"Unchanged","Human Intrusion",16,1.36752136752137,"Y"
"986","Buteo rufinus","Long-legged Buzzard","LC","Stable","Terrestrial","Birds","4.2 2.1",0,"Unchanged","Transportation",59,5.04273504273504,"N"
"987","Pandion haliaetus","Osprey","LC","Increasing","Marine,Freshwater,Terrestrial","Birds","3.3 1.2",0,"Unchanged","Energy",56,4.78632478632479,"N"
"988","Milvus milvus","Red Kite","NT","Decreasing","Terrestrial","Birds","3.3 2.1",-1,"Declined","Energy",56,4.78632478632479,"N"
"989","Haliaeetus albicilla","White-tailed Sea-eagle","LC","Increasing","Marine,Freshwater,Terrestrial","Birds","3.3 2.1",1,"Improved","Energy",56,4.78632478632479,"N"
"990","Haliaeetus pelagicus","Steller's Sea-eagle","VU","Decreasing","Marine,Freshwater,Terrestrial","Birds","3.3 1.1",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"991","Gypaetus barbatus","Bearded Vulture","NT","Decreasing","Terrestrial","Birds","3.3 2.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"992","Neophron percnopterus","Egyptian Vulture","EN","Decreasing","Freshwater,Terrestrial","Birds","3.3 2.1",-3,"Declined","Energy",56,4.78632478632479,"Y"
"993","Gyps fulvus","Griffon Vulture","LC","Increasing","Terrestrial","Birds","3.3 1.2",0,"Unchanged","Energy",56,4.78632478632479,"N"
"994","Gyps coprotheres","Cape Vulture","EN","Decreasing","Terrestrial","Birds","3.3 2.1",-1,"Declined","Energy",56,4.78632478632479,"Y"
"995","Clanga pomarina","Lesser Spotted Eagle","LC","Stable","Terrestrial","Birds","3.3 2.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"996","Aquila nipalensis","Steppe Eagle","EN","Decreasing","Terrestrial","Birds","3.3 1.2",-3,"Declined","Energy",56,4.78632478632479,"Y"
"997","Aquila adalberti","Spanish Imperial Eagle","VU","Increasing","Freshwater,Terrestrial","Birds","3.3 1.1",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"998","Aquila chrysaetos","Golden Eagle","LC","Stable","Terrestrial","Birds","3.3 2.1",0,"Unchanged","Energy",56,4.78632478632479,"N"
"999","Circaetus gallicus","Short-toed Snake-eagle","LC","Stable","Terrestrial","Birds","3.3 1.2",0,"Unchanged","Energy",56,4.78632478632479,"N"
"1000","Cystophora cristata","Hooded Seal","VU","U","Marine,Terrestrial","MarineMam","3.1 2.1",0,"Unchanged","Energy",56,4.78632478632479,"Y"
"1001","Megaptera novaeangliae","Humpback Whale","LC","Increasing","Marine","MarineMam","3.1 1.1",2,"Improved","Energy",56,4.78632478632479,"N"
"1002","Crocodylus moreletii","Morelet's Crocodile","LC","Stable","Freshwater,Terrestrial","ReptAmph","9.3.2 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"1003","Phocoenoides dalli","Dall's Porpoise","LC","U","Marine","MarineMam","9.1.3 1.2",0,"Unchanged","Development",68,5.81196581196581,"N"
"1004","Psephurus gladius","Chinese Paddlefish","CR","U","Marine,Freshwater","Bony","9.3.2 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"1005","Stenella coeruleoalba","Striped Dolphin","LC","U","Marine","MarineMam","9.1.3 1.2",0,"Unchanged","Development",68,5.81196581196581,"N"
"1006","Zalophus californianus","Californian Sea Lion","LC","Increasing","Marine,Terrestrial","MarineMam","9.1.3 1.2",0,"Unchanged","Development",68,5.81196581196581,"N"
"1007","Pusa hispida","Ringed Seal","LC","U","Marine,Freshwater,Terrestrial","MarineMam","9.1.3 1.2",0,"Unchanged","Development",68,5.81196581196581,"N"
"1008","Mycteroperca bonaci","Black Grouper","NT","Decreasing","Marine","Bony","9.3.2 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"1009","Dolichophis jugularis","Large Whip Snake","LC","Stable","Terrestrial","ReptAmph","2.3.1 1.1",0,"Unchanged","Livestock",48,4.1025641025641,"N"
"1010","Lates niloticus","Nile Perch","LC","U","Freshwater","Bony","9.1.3 1.2",0,"Unchanged","Development",68,5.81196581196581,"N"
"1011","Bagrus docmak","Sudan Catfish","LC","U","Freshwater","Bony","9.1.3 1.2",0,"Unchanged","Development",68,5.81196581196581,"N"
"1012","Bagrus docmak","Sudan Catfish","LC","U","Freshwater","Bony","9.3.2 1.2",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"1013","Hucho taimen","Siberian Taimen","VU","Decreasing","Freshwater","Bony","9.3.2 ",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"1014","Morone saxatilis","Striped Bass","LC","U","Marine,Freshwater","Bony","9.1.3 ",0,"Unchanged","Development",68,5.81196581196581,"N"
"1015","Argyrosomus regius","Meagre","LC","U","Marine","Bony","9.1.3 ",0,"Unchanged","Development",68,5.81196581196581,"N"
"1016","Esox masquinongy","Muskellunge","LC","Stable","Freshwater","Bony","9.1.3 ",0,"Unchanged","Development",68,5.81196581196581,"N"
"1017","Sagittarius serpentarius","Secretarybird","VU","Decreasing","Terrestrial","Birds","2.3.1 1.2",0,"Unchanged","Livestock",48,4.1025641025641,"Y"
"1018","Canis simensis","Ethiopian Wolf","EN","Decreasing","Terrestrial","LandMam","8.5.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1019","Cuon alpinus","Dhole","EN","Decreasing","Terrestrial","LandMam","8.5.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1020","Lynx pardinus","Iberian lynx","EN","Increasing","Terrestrial","LandMam","8.5.2 2.1",1,"Improved","Disease",74,6.32478632478632,"Y"
"1021","Lynx rufus","Bobcat","LC","Stable","Terrestrial","LandMam","8.5.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1022","Ommatophoca rossii","Ross Seal","LC","U","Marine,Terrestrial","MarineMam","8.5.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1023","Pteronura brasiliensis","Giant Otter","EN","Decreasing","Freshwater,Terrestrial","LandMam","8.5.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1024","Pagophilus groenlandicus","Harp Seal","LC","Increasing","Marine","MarineMam","8.5.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1025","Pusa sibirica","Baikal Seal","LC","Stable","Freshwater,Terrestrial","LandMam","8.5.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1026","Esox masquinongy","Muskellunge","LC","Stable","Freshwater","Bony","8.5.2 ",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1027","Strix nebulosa","Great Grey Owl","LC","Increasing","Freshwater,Terrestrial","Birds","8.5.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1028","Neophron percnopterus","Egyptian Vulture","EN","Decreasing","Freshwater,Terrestrial","Birds","8.5.2 2.1",-3,"Declined","Disease",74,6.32478632478632,"Y"
"1029","Necrosyrtes monachus","Hooded Vulture","CR","Decreasing","Freshwater,Terrestrial","Birds","8.5.2 2.1",-1,"Declined","Disease",74,6.32478632478632,"Y"
"1030","Aquila adalberti","Spanish Imperial Eagle","VU","Increasing","Freshwater,Terrestrial","Birds","8.5.2 1.2",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1031","Nisaetus nipalensis","Mountain Hawk-eagle","LC","Decreasing","Terrestrial","Birds","8.5.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1032","Gymnogyps californianus","California Condor","CR","Increasing","Terrestrial","Birds","8.5.2 2.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1033","Acinonyx jubatus","Cheetah","VU","Decreasing","Terrestrial","LandMam","8.2.1 2.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1034","Arctocephalus gazella","Antarctic Fur Seal","LC","Decreasing","Marine,Terrestrial","MarineMam","8.2.1 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1035","Arctocephalus pusillus","Afro-Australian Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","8.2.1 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1036","Arctocephalus tropicalis","Subantarctic Fur Seal","LC","Stable","Marine,Terrestrial","MarineMam","8.2.1 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1037","Lobodon carcinophaga","Crabeater Seal","LC","U","Marine,Terrestrial","MarineMam","8.2.1 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1038","Mirounga leonina","Southern Elephant Seal","LC","Stable","Marine,Terrestrial","MarineMam","8.2.1 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1039","Neomonachus schauinslandi","Hawaiian Monk Seal","EN","Decreasing","Marine,Terrestrial","MarineMam","8.2.1 2.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1040","Puma concolor","Puma","LC","Decreasing","Terrestrial","LandMam","8.2.1 1.2",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1041","Panthera uncia","Snow Leopard","VU","Decreasing","Terrestrial","LandMam","8.2.1 2.1",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1042","Cyclura stejnegeri","Mona Rhinoceros Iguana","EN","Decreasing","Terrestrial","ReptAmph","8.2.1 2.2",0,"Unchanged","Disease",74,6.32478632478632,"Y"
"1043","Zalophus californianus","Californian Sea Lion","LC","Increasing","Marine,Terrestrial","MarineMam","8.2.1 2.1",0,"Unchanged","Disease",74,6.32478632478632,"N"
"1044","Zalophus wollebaeki","Galápagos Sea Lion","EN","Decreasing","Marine,Terrestrial","MarineMam","8.2.1 2.1",-1,"Declined","Disease",74,6.32478632478632,"Y"
"1045","Arctocephalus pusillus","Afro-Australian Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","8.1.1 2.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"1046","Huso dauricus","Kaluga","CR","Decreasing","Marine,Freshwater","Bony","8.1.1 2.3.1",-1,"Declined","Species Introductions",34,2.90598290598291,"Y"
"1047","Huso huso","Beluga","CR","Decreasing","Marine,Freshwater","Bony","8.1.1 2.1",-1,"Declined","Species Introductions",34,2.90598290598291,"Y"
"1048","Hydrurga leptonyx","Leopard Seal","LC","U","Marine,Terrestrial","MarineMam","8.1.1 2.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"1049","Lycaon pictus","African Wild Dog","EN","Decreasing",NA,"LandMam","8.1.1 2.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"1050","Neomonachus schauinslandi","Hawaiian Monk Seal","EN","Decreasing","Marine,Terrestrial","MarineMam","8.1.1 2.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"1051","Monodon monoceros","Narwhal","LC","U","Marine","MarineMam","8.1.1 ",0,"Unchanged","Species Introductions",34,2.90598290598291,"N"
"1052","Psephurus gladius","Chinese Paddlefish","CR","U","Marine,Freshwater","Bony","8.1.1 2.3.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"1053","Pteronura brasiliensis","Giant Otter","EN","Decreasing","Freshwater,Terrestrial","LandMam","8.1.1 2.1",0,"Unchanged","Species Introductions",34,2.90598290598291,"Y"
"1054","Alligator sinensis","Chinese Alligator","CR","Stable","Freshwater,Terrestrial","ReptAmph","2.1.4 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"1055","Arctocephalus philippii","Juan Fernández Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","9.4 2.1",1,"Improved","Pollution",42,3.58974358974359,"N"
"1056","Arctocephalus pusillus","Afro-Australian Fur Seal","LC","Increasing","Marine,Terrestrial","MarineMam","9.4 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"1057","Crocodylus palustris","Mugger","VU","Stable","Freshwater,Terrestrial","ReptAmph","2.1.4 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"1058","Cyclura cornuta","Rhinoceros Iguana","VU","Decreasing","Terrestrial","ReptAmph","2.1.4 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"Y"
"1059","Feresa attenuata","Pygmy killer whale","LC","U","Marine","MarineMam","9.4 2.1",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"1060","Mirounga angustirostris","Northern Elephant Seal","LC","Increasing","Marine,Terrestrial","MarineMam","9.4 2.1",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"1061","Peponocephala electra","Melon-headed Whale","LC","U","Marine","MarineMam","9.4 2.1",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"1062","Psephurus gladius","Chinese Paddlefish","CR","U","Marine,Freshwater","Bony","9.4 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"Y"
"1063","Pseudorca crassidens","False Kille Whale","NT","U",NA,"MarineMam","9.4 2.1",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"1064","Ziphius cavirostris","Cuvier's Beaked Whale","LC","U","Marine","MarineMam","9.4 2.1",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"1065","Zalophus wollebaeki","Galápagos Sea Lion","EN","Decreasing","Marine,Terrestrial","MarineMam","9.4 1.1",-1,"Declined","Pollution",42,3.58974358974359,"Y"
"1066","Morelia spilota","Western Australian Carpet Python","LC","Decreasing","Terrestrial","ReptAmph","2.1.4 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"1067","Lampris guttatus","Opah","LC","U","Marine","Bony","9.4 1.2",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"1068","Buteo hemilasius","Upland Buzzard","LC","Stable","Terrestrial","Birds","9.4 2.1",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"1069","Buteo rufinus","Long-legged Buzzard","LC","Stable","Terrestrial","Birds","9.4 2.3.7",0,"Unchanged","Pollution",42,3.58974358974359,"N"
"1070","Varanus salvadorii","Crocodile Monitor","LC","U","Terrestrial","ReptAmph","2.1.4 1.1",0,"Unchanged","Agriculture",108,9.23076923076923,"N"
"1071","Cephalorhynchus eutropia","Chilean Dolphin","NT","Decreasing","Marine,Freshwater","MarineMam","2.4.3 1.1",0,"Unchanged","Aquaculture",9,0.769230769230769,"N"
"1072","Crocodylus acutus","American Crocodile","VU","Increasing","Marine,Freshwater,Terrestrial","ReptAmph","2.4.3 1.1",0,"Unchanged","Aquaculture",9,0.769230769230769,"Y"
"1073","Lutjanus cyanopterus","Cubera Snapper","VU","Decreasing","Marine","Bony","11.3 1.2",0,"Unchanged","Climate Change",67,5.72649572649573,"Y"
"1074","Lycaon pictus","African Wild Dog","EN","Decreasing",NA,"LandMam","11.3 2.3.7",0,"Unchanged","Climate Change",67,5.72649572649573,"Y"
"1075","Panthera tigris","Tiger","EN","Decreasing","Terrestrial","LandMam","2.4.3 1.1",0,"Unchanged","Aquaculture",9,0.769230769230769,"Y"
"1076","Psephurus gladius","Chinese Paddlefish","CR","U","Marine,Freshwater","Bony","11.3 2.2",0,"Unchanged","Climate Change",67,5.72649572649573,"Y"
"1077","Pteronura brasiliensis","Giant Otter","EN","Decreasing","Freshwater,Terrestrial","LandMam","2.4.3 1.1",0,"Unchanged","Aquaculture",9,0.769230769230769,"Y"
"1078","Anoxypristis cuspidata","Narrow Sawfish","EN","Decreasing","Marine","Elasmo","11.3 1.3",0,"Unchanged","Climate Change",67,5.72649572649573,"Y"
"1079","Epinephelus malabaricus","Malabar Grouper","LC","Decreasing","Marine","Bony","2.4.3 1.1",0,"Unchanged","Aquaculture",9,0.769230769230769,"N"
"1080","Lates niloticus","Nile Perch","LC","U","Freshwater","Bony","2.4.3 1.1",0,"Unchanged","Aquaculture",9,0.769230769230769,"N"
"1081","Epinephelus itajara","Atlantic Goliath Grouper","VU","Decreasing","Marine","Bony","2.4.3 1.1",0,"Unchanged","Aquaculture",9,0.769230769230769,"Y"
"1082","Aegypius monachus","Cinereous Vulture","NT","Decreasing","Terrestrial","Birds","11.3 1.2",0,"Unchanged","Climate Change",67,5.72649572649573,"N"
"1083","Acinonyx jubatus","Cheetah","VU","Decreasing","Terrestrial","LandMam","6.2 2.2",0,"Unchanged","Conflict",11,0.94017094017094,"Y"
"1084","Canis simensis","Ethiopian Wolf","EN","Decreasing","Terrestrial","LandMam","6.2 2.2",0,"Unchanged","Conflict",11,0.94017094017094,"Y"
"1085","Lycaon pictus","African Wild Dog","EN","Decreasing",NA,"LandMam","6.2 1.2",0,"Unchanged","Conflict",11,0.94017094017094,"Y"
"1086","Monachus monachus","Mediterranean Monk Seal","EN","Increasing","Marine,Terrestrial","MarineMam","6.2 2.2",0,"Unchanged","Conflict",11,0.94017094017094,"Y"
"1087","Neomonachus schauinslandi","Hawaiian Monk Seal","EN","Decreasing","Marine,Terrestrial","MarineMam","6.2 1.2",0,"Unchanged","Conflict",11,0.94017094017094,"Y"
"1088","Neofelis nebulosa","Clouded Leopard","VU","Decreasing","Terrestrial","LandMam","6.2 2.2",0,"Unchanged","Conflict",11,0.94017094017094,"Y"
"1089","Panthera leo","Lion","VU","Decreasing","Terrestrial","LandMam","6.2 2.2",0,"Unchanged","Conflict",11,0.94017094017094,"Y"
"1090","Panthera pardus","Leopard","VU","Decreasing","Terrestrial","LandMam","6.2 2.2",-1,"Declined","Conflict",11,0.94017094017094,"Y"
"1091","Panthera tigris","Tiger","EN","Decreasing","Terrestrial","LandMam","6.2 2.2",0,"Unchanged","Conflict",11,0.94017094017094,"Y"
"1092","Puma concolor","Puma","LC","Decreasing","Terrestrial","LandMam","6.2 2.2",0,"Unchanged","Conflict",11,0.94017094017094,"N"
