assessmentId,internalTaxonId,scientificName,code,name,formerlyBred,origin,presence,seasonality
729102,155273,Ostorhinchus lateralis,81,Pacific - southwest,Unknown,Native,Extant,Resident
729102,155273,Ostorhinchus lateralis,71,Pacific - western central,Unknown,Native,Extant,Resident
788483,15873,Pagrus pagrus,37,Mediterranean and Black Sea,Unknown,Native,Extant,Resident
788483,15873,Pagrus pagrus,31,Atlantic - western central,Unknown,Native,Extant,Resident
788483,15873,Pagrus pagrus,27,Atlantic - northeast,Unknown,Native,Extant,Resident
788483,15873,Pagrus pagrus,21,Atlantic - northwest,Unknown,Native,Extant,Resident
788483,15873,Pagrus pagrus,41,Atlantic - southwest,Unknown,Native,Extant,Resident
788483,15873,Pagrus pagrus,34,Atlantic - eastern central,Unknown,Native,Extant,Resident
1073433,16475,Pegasus laternarius,51,Indian Ocean - western,,Native,Extant,
1073433,16475,Pegasus laternarius,61,Pacific - northwest,,Native,Extant,
1073433,16475,Pegasus laternarius,57,Indian Ocean - eastern,,Native,Extant,
1073433,16475,Pegasus laternarius,71,Pacific - western central,,Native,Extant,
1076798,164893,Brachirus harmandi,71,Pacific - western central,,Native,Extant,Resident
1117791,166184,Anguilla japonica,61,Pacific - northwest,,Native,Extant,Non-Breeding Season
1117791,166184,Anguilla japonica,71,Pacific - western central,,Vagrant,Extant,Non-Breeding Season
1119161,166197,Salanx chinensis,61,Pacific - northwest,,Native,Extant,Resident
1119526,166200,Salanx cuvieri,61,Pacific - northwest,,Native,Extant,Resident
1132980,166446,Arius arius,71,Pacific - western central,,Native,Extant,Resident
1132980,166446,Arius arius,57,Indian Ocean - eastern,,Native,Extant,Resident
1132980,166446,Arius arius,51,Indian Ocean - western,,Native,Extant,Resident
1146648,166879,Gerres limbatus,61,Pacific - northwest,,Native,Extant,Resident
1146648,166879,Gerres limbatus,57,Indian Ocean - eastern,,Native,Extant,Resident
1155058,166940,Cynoglossus trigrammus,71,Pacific - western central,,Native,Extant,Resident
1160127,166985,Hyporhamphus unifasciatus,31,Atlantic - western central,,Native,Extant,Resident
1160127,166985,Hyporhamphus unifasciatus,41,Atlantic - southwest,,Native,Extant,Resident
1274040,169362,Cestraeus oxyrhyncus,71,Pacific - western central,,Native,Extant,Resident
1274789,169374,Fundulus persimilis,31,Atlantic - western central,,Native,Extant,Resident
1279491,169632,Plicofollis dussumieri,51,Indian Ocean - western,,Native,Extant,Resident
1279491,169632,Plicofollis dussumieri,57,Indian Ocean - eastern,,Native,Extant,Resident
1283454,170154,Diplodus argenteus,31,Atlantic - western central,Unknown,Native,Extant,Resident
1283454,170154,Diplodus argenteus,41,Atlantic - southwest,Unknown,Native,Extant,Resident
1283528,170156,Archosargus rhomboidalis,31,Atlantic - western central,Unknown,Native,Extant,Resident
1283528,170156,Archosargus rhomboidalis,21,Atlantic - northwest,Unknown,Native,Extant,Resident
1283528,170156,Archosargus rhomboidalis,41,Atlantic - southwest,Unknown,Native,Extant,Resident
1283831,170157,Dentex spariformis,57,Indian Ocean - eastern,Unknown,Native,Extant,Resident
1283831,170157,Dentex spariformis,71,Pacific - western central,Unknown,Native,Extant,Resident
1283985,170158,Dentex angolensis,47,Atlantic - southeast,Unknown,Native,Extant,Resident
1283985,170158,Dentex angolensis,34,Atlantic - eastern central,Unknown,Native,Extant,Resident
1284207,170159,Pagrus caeruleostictus,37,Mediterranean and Black Sea,Unknown,Native,Extant,Resident
1284207,170159,Pagrus caeruleostictus,27,Atlantic - northeast,Unknown,Native,Extant,Resident
1284207,170159,Pagrus caeruleostictus,47,Atlantic - southeast,Unknown,Native,Extant,Resident
1284207,170159,Pagrus caeruleostictus,34,Atlantic - eastern central,Unknown,Native,Extant,Resident
1284573,170160,Lithognathus mormyrus,51,Indian Ocean - western,Unknown,Native,Extant,Resident
1284573,170160,Lithognathus mormyrus,37,Mediterranean and Black Sea,Unknown,Native,Extant,Resident
1284573,170160,Lithognathus mormyrus,27,Atlantic - northeast,Unknown,Native,Extant,Resident
